"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence"
"Ppy_Npy2r","Ppy","pancreatic polypeptide","Npy2r","neuropeptide Y receptor Y2","","","","","STRING.binding","","PPY","NPY2R","","novel","putative"
"Ppy_Npy4r","Ppy","pancreatic polypeptide","Npy4r","neuropeptide Y receptor Y4","","HPMR","IUPHAR","HPRD","STRING.binding","","PPY","PPYR1","","known","literature supported"
"Ppy_Npy5r","Ppy","pancreatic polypeptide","Npy5r","neuropeptide Y receptor Y5","","","IUPHAR","","STRING.binding","","PPY","NPY5R","","known","literature supported"
"Prlh_Prlhr","Prlh","prolactin releasing hormone","Prlhr","prolactin releasing hormone receptor","","HPMR","IUPHAR","HPRD","STRING.binding","","PRLH","PRLHR","","known","literature supported"
"Prl_Prlr","Prl","prolactin","Prlr","prolactin receptor","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","PRL","PRLR","","known","literature supported"
"Prn_Rpsa","Prn","prion protein 2 (dublet)","Rpsa","ribosomal protein SA","","HPMR","","HPRD","","","PRND","RPSA","","known","literature supported"
"Proc_Gm49368","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Gm49368","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","PROC","ITGAM","","novel","putative"
"Proc_Itgb2l","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Itgb2l","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","","STRING.binding","","PROC","ITGB2","","novel","putative"
"Proc_Procr","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Procr","protein C receptor, endothelial","","HPMR","","HPRD","","STRING.experiment","PROC","PROCR","","known","literature supported"
"Proc_Thbd","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Thbd","thrombomodulin","","","","HPRD","","","PROC","THBD","","novel","literature supported"
"Prok1_PROKR1","Prok1","prokineticin 1","PROKR1","prokineticin receptor 1","","HPMR","IUPHAR","","STRING.binding","","PROK1","PROKR1","","known","literature supported"
"Prok1_Prokr2","Prok1","prokineticin 1","Prokr2","prokineticin receptor 2","","HPMR","IUPHAR","","STRING.binding","","PROK1","PROKR2","","known","literature supported"
"Prok2_PROKR1","Prok2","prokineticin 2","PROKR1","prokineticin receptor 1","","","IUPHAR","","STRING.binding","","PROK2","PROKR1","","known","literature supported"
"Prok2_Prokr2","Prok2","prokineticin 2","Prokr2","prokineticin receptor 2","","HPMR","IUPHAR","","STRING.binding","","PROK2","PROKR2","","known","literature supported"
"Pros1_Axl","Pros1","protein S (alpha)","Axl","AXL receptor tyrosine kinase","","HPMR","IUPHAR","","","","PROS1","AXL","","known","literature supported"
"Pros1_Tyro3","Pros1","protein S (alpha)","Tyro3","TYRO3 protein tyrosine kinase","","HPMR","IUPHAR","HPRD","","","PROS1","TYRO3","","known","literature supported"
"Prss23_Tmem222","Prss23","protease, serine, 23","Tmem222","transmembrane protein 222","","","","HPRD","","","","","","novel","literature supported"
"Psap_CD1B","Psap","prosaposin","CD1B","CD1b molecule","","","","HPRD","","","PSAP","","","novel","literature supported"
"Psap_Celsr1","Psap","prosaposin","Celsr1","cadherin, EGF LAG seven-pass G-type receptor 1","","","","HPRD","","","PSAP","CELSR1","","novel","literature supported"
"Psap_Gpr37","Psap","prosaposin","Gpr37","G protein-coupled receptor 37 (endothelin receptor type B-like)","","HPMR","IUPHAR","","","","PSAP","GPR37","","known","literature supported"
"Psap_Gpr37l1","Psap","prosaposin","Gpr37l1","G protein-coupled receptor 37 like 1","","HPMR","IUPHAR","","","","PSAP","GPR37L1","","known","literature supported"
"Psap_Lrp1","Psap","prosaposin","Lrp1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","PSAP","LRP1","","known","literature supported"
"Psap_Sort1","Psap","prosaposin","Sort1","sortilin 1","","","","","STRING.binding","","PSAP","SORT1","","novel","putative"
"Psen1_Cd44","Psen1","presenilin 1","Cd44","CD44 molecule (Indian blood group)","","","","","STRING.binding","","PSEN1","CD44","","novel","putative"
"Psen1_Ncstn","Psen1","presenilin 1","Ncstn","nicastrin","","HPMR","","HPRD","STRING.binding","STRING.experiment","PSEN1","NCSTN","","known","literature supported"
"Psen1_Notch1","Psen1","presenilin 1","Notch1","notch 1","","","","HPRD","STRING.binding","STRING.experiment","PSEN1","NOTCH1","","novel","literature supported"
"Psen1_Notch2","Psen1","presenilin 1","Notch2","notch 2","","","","HPRD","","","PSEN1","NOTCH2","","novel","literature supported"
"Psen1_Notch3","Psen1","presenilin 1","Notch3","notch 3","","","","HPRD","","","PSEN1","NOTCH3","","novel","literature supported"
"Psen1_NOTCH4","Psen1","presenilin 1","NOTCH4","notch 4","","","","HPRD","","","PSEN1","NOTCH4","","novel","literature supported"
"Pspn_Gfra1","Pspn","persephin","Gfra1","GDNF family receptor alpha 1","","","","","STRING.binding","","PSPN","GFRA1","20350599","novel","literature supported"
"Pspn_Gfra4","Pspn","persephin","Gfra4","GDNF family receptor alpha 4","","HPMR","","HPRD","STRING.binding","","PSPN","GFRA4","","known","literature supported"
"Pspn_Ret","Pspn","persephin","Ret","ret proto-oncogene","","HPMR","","","","","PSPN","RET","","known","literature supported"
"Pspn_Sdc3","Pspn","persephin","Sdc3","syndecan 3","","","","","STRING.binding","","PSPN","SDC3","","novel","putative"
"Ptdss1_Jmjd6","Ptdss1","phosphatidylserine synthase 1","Jmjd6","jumonji domain containing 6","","HPMR","","","","","PTDSS1","PTDSR","","known","literature supported"
"Ptdss1_Scarb1","Ptdss1","phosphatidylserine synthase 1","Scarb1","scavenger receptor class B, member 1","","HPMR","","","","","PTDSS1","SCARB1","","known","literature supported"
"Ptgs2_Alox5","Ptgs2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","Alox5","arachidonate 5-lipoxygenase","","","","","STRING.binding","","PTGS2","","","novel","EXCLUDED not receptor"
"Ptgs2_Cav1","Ptgs2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","Cav1","caveolin 1, caveolae protein, 22kDa","","","","HPRD","STRING.binding","STRING.experiment","PTGS2","","","novel","literature supported"
"Ptgs2_Ptgdr2","Ptgs2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","Ptgdr2","prostaglandin D2 receptor 2","","HPMR","","","","","PTGS2","GPR44","","known","literature supported"
"Pth2_Pth1r","Pth2","parathyroid hormone 2","Pth1r","parathyroid hormone 1 receptor","","","IUPHAR","","","","","PTHR1","","known","literature supported"
"Pth2_Pth2r","Pth2","parathyroid hormone 2","Pth2r","parathyroid hormone 2 receptor","","HPMR","IUPHAR","HPRD","","","","PTHR2","","known","literature supported"
"Pthlh_Prlhr","Pthlh","parathyroid hormone-like hormone","Prlhr","prolactin releasing hormone receptor","","","IUPHAR","","","","PTHLH","PRLHR","","known","literature supported"
"Pthlh_Pth1r","Pthlh","parathyroid hormone-like hormone","Pth1r","parathyroid hormone 1 receptor","","HPMR","IUPHAR","HPRD","STRING.binding","","PTHLH","PTHR1","","known","literature supported"
"Pthlh_Pth2r","Pthlh","parathyroid hormone-like hormone","Pth2r","parathyroid hormone 2 receptor","","","IUPHAR","","STRING.binding","","PTHLH","PTHR2","","known","literature supported"
"Pth_Pth1r","Pth","parathyroid hormone","Pth1r","parathyroid hormone 1 receptor","","HPMR","","HPRD","STRING.binding","","PTH","PTHR1","","known","literature supported"
"Pth_Pth2r","Pth","parathyroid hormone","Pth2r","parathyroid hormone 2 receptor","","HPMR","","HPRD","STRING.binding","","PTH","PTHR2","","known","literature supported"
"Ptma_Vipr1","Ptma","prothymosin, alpha","Vipr1","vasoactive intestinal peptide receptor 1","","","","HPRD","","","PTMA","VIPR1","","novel","literature supported"
"Ptn_Alk","Ptn","pleiotrophin","Alk","anaplastic lymphoma receptor tyrosine kinase","","","","HPRD","STRING.binding","STRING.experiment","PTN","ALK","","novel","literature supported"
"Ptn_Cdh10","Ptn","pleiotrophin","Cdh10","cadherin 10, type 2 (T2-cadherin)","","","","HPRD","","","PTN","","","novel","literature supported"
"Ptn_Plxnb2","Ptn","pleiotrophin","Plxnb2","plexin B2","","","","HPRD","","","PTN","PLXNB2","","novel","literature supported"
"Ptn_Ptprb","Ptn","pleiotrophin","Ptprb","protein tyrosine phosphatase, receptor type, B","DLRP","","","","","","PTN","","22839765","known","literature supported"
"Ptn_Ptprs","Ptn","pleiotrophin","Ptprs","protein tyrosine phosphatase, receptor type, S","","","","HPRD","","","PTN","PTPRS","","novel","literature supported"
"Ptn_Ptprz1","Ptn","pleiotrophin","Ptprz1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","PTN","PTPRZ1","","known","literature supported"
"Ptn_Sdc1","Ptn","pleiotrophin","Sdc1","syndecan 1","","","","HPRD","STRING.binding","STRING.experiment","PTN","SDC1","","novel","literature supported"
"Ptn_Sdc3","Ptn","pleiotrophin","Sdc3","syndecan 3","","","","HPRD","STRING.binding","","PTN","SDC3","","novel","literature supported"
"Pyy_Fap","Pyy","peptide YY","Fap","fibroblast activation protein, alpha","","","","","","","","","21314817","novel","literature supported"
"Pyy_Npy1r","Pyy","peptide YY","Npy1r","neuropeptide Y receptor Y1","","HPMR","","HPRD","STRING.binding","","PYY","NPY1R","","known","literature supported"
"Pyy_Npy2r","Pyy","peptide YY","Npy2r","neuropeptide Y receptor Y2","","","IUPHAR","HPRD","STRING.binding","","PYY","NPY2R","","known","literature supported"
"Pyy_Npy4r","Pyy","peptide YY","Npy4r","neuropeptide Y receptor Y4","","HPMR","IUPHAR","HPRD","STRING.binding","","PYY","PPYR1","","known","literature supported"
"Pyy_Npy5r","Pyy","peptide YY","Npy5r","neuropeptide Y receptor Y5","","HPMR","","HPRD","STRING.binding","","PYY","NPY5R","","known","literature supported"
"Qdpr_Dysf","Qdpr","quinoid dihydropteridine reductase","Dysf","dysferlin","","","","","STRING.binding","","","","","novel","putative"
"Qrfp_P2ry14","Qrfp","pyroglutamylated RFamide peptide","P2ry14","purinergic receptor P2Y, G-protein coupled, 14","","HPMR","","","","","","P2RY14","","known","literature supported"
"Qrfp_Qrfprl","Qrfp","pyroglutamylated RFamide peptide","Qrfprl","pyroglutamylated RFamide peptide receptor","","HPMR","IUPHAR","","STRING.binding","","","GPR103","","known","literature supported"
"Raet1e_Klrk1","Raet1e","retinoic acid early transcript 1E","Klrk1","killer cell lectin-like receptor subfamily K, member 1","","","","HPRD","STRING.binding","","","KLRK1","","novel","literature supported"
"Rarres2_Ccrl2","Rarres2","retinoic acid receptor responder (tazarotene induced) 2","Ccrl2","chemokine (C-C motif) receptor-like 2","","","","","STRING.binding","","RARRES2","CCRL2","18794339","novel","literature supported"
"Rarres2_Cmklr1","Rarres2","retinoic acid receptor responder (tazarotene induced) 2","Cmklr1","chemokine-like receptor 1","","HPMR","IUPHAR","","STRING.binding","","RARRES2","CMKLR1","","known","literature supported"
"Rarres2_Gpr1","Rarres2","retinoic acid receptor responder (tazarotene induced) 2","Gpr1","G protein-coupled receptor 1","","","IUPHAR","","","","RARRES2","GPR1","","known","literature supported"
"Rbp3_Notch1","Rbp3","retinol binding protein 3, interstitial","Notch1","notch 1","","","","HPRD","","","","NOTCH1","","novel","literature supported"
"Rbp4_Stra6","Rbp4","retinol binding protein 4, plasma","Stra6","stimulated by retinoic acid 6","","","","","STRING.binding","","","STRA6","23959802","novel","literature supported"
"Reln_Itga3","Reln","reelin","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","","HPMR","","","","","RELN","ITGA3","","known","literature supported"
"Reln_Itgb1","Reln","reelin","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","HPMR","","","","","RELN","ITGB1","","known","literature supported"
"Reln_Lrp8","Reln","reelin","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","RELN","LRP8","","known","literature supported"
"Reln_Vldlr","Reln","reelin","Vldlr","very low density lipoprotein receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","RELN","VLDLR","","known","literature supported"
"Ren1_Asic3","Ren1","renin","Asic3","acid-sensing (proton-gated) ion channel 3","","","","","STRING.binding","","REN","","","novel","putative"
"Ren1_Atp6ap2","Ren1","renin","Atp6ap2","ATPase, H+ transporting, lysosomal accessory protein 2","","HPMR","","HPRD","STRING.binding","","REN","ATP6AP2","","known","literature supported"
"Rgma_Bmpr1b","Rgma","repulsive guidance molecule family member a","Bmpr1b","bone morphogenetic protein receptor, type IB","","","","","STRING.binding","","RGMA","BMPR1B","","novel","putative"
"Rgma_Bmpr2","Rgma","repulsive guidance molecule family member a","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","","","","","STRING.binding","","RGMA","BMPR2","","novel","putative"
"Rgma_HFE2","Rgma","repulsive guidance molecule family member a","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","RGMA","","","novel","putative"
"Rgma_Neo1","Rgma","repulsive guidance molecule family member a","Neo1","neogenin 1","","HPMR","","","STRING.binding","","RGMA","NEO1","","known","literature supported"
"Rgmb_Bmpr1b","Rgmb","repulsive guidance molecule family member b","Bmpr1b","bone morphogenetic protein receptor, type IB","","","","","STRING.binding","","RGMB","BMPR1B","","novel","putative"
"Rgmb_Bmpr2","Rgmb","repulsive guidance molecule family member b","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","","","","","STRING.binding","","RGMB","BMPR2","","novel","putative"
"Rgmb_HFE2","Rgmb","repulsive guidance molecule family member b","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","RGMB","","","novel","putative"
"Rgmb_Neo1","Rgmb","repulsive guidance molecule family member b","Neo1","neogenin 1","","","","","STRING.binding","","RGMB","NEO1","19944164","novel","literature supported"
"Rims1_Cacna1c","Rims1","regulating synaptic membrane exocytosis 1","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit","","","","HPRD","","","","","","novel","literature supported"
"Rims1_Slc17a7","Rims1","regulating synaptic membrane exocytosis 1","Slc17a7","solute carrier family 17 (vesicular glutamate transporter), member 7","","","","","STRING.binding","","","","","novel","putative"
"Rims1_Slc18a2","Rims1","regulating synaptic membrane exocytosis 1","Slc18a2","solute carrier family 18 (vesicular monoamine transporter), member 2","","","","","STRING.binding","","","","","novel","putative"
"Rims1_Slc18a3","Rims1","regulating synaptic membrane exocytosis 1","Slc18a3","solute carrier family 18 (vesicular acetylcholine transporter), member 3","","","","","STRING.binding","","","","","novel","putative"
"Rims2_Abca1","Rims2","regulating synaptic membrane exocytosis 2","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1","","","","HPRD","","","","","","novel","literature supported"
"Rln1_Rxfp1","Rln1","relaxin 1","Rxfp1","relaxin/insulin-like family peptide receptor 1","","HPMR","IUPHAR","HPRD","","","RLN1","RXFP1","","known","literature supported"
"Rln1_Rxfp2","Rln1","relaxin 1","Rxfp2","relaxin/insulin-like family peptide receptor 2","","HPMR","IUPHAR","","","","RLN1","RXFP2","","known","literature supported"
"Rln1_Rxfp1","Rln1","relaxin 2","Rxfp1","relaxin/insulin-like family peptide receptor 1","","HPMR","IUPHAR","HPRD","","","RLN2","RXFP1","","known","literature supported"
"Rln1_Rxfp2","Rln1","relaxin 2","Rxfp2","relaxin/insulin-like family peptide receptor 2","","HPMR","IUPHAR","HPRD","","","RLN2","RXFP2","","known","literature supported"
"Rln3_Rxfp1","Rln3","relaxin 3","Rxfp1","relaxin/insulin-like family peptide receptor 1","","HPMR","IUPHAR","HPRD","","","RLN3","RXFP1","","known","literature supported"
"Rln3_Rxfp2","Rln3","relaxin 3","Rxfp2","relaxin/insulin-like family peptide receptor 2","","","IUPHAR","","","","RLN3","RXFP2","","known","literature supported"
"Rln3_RXFP3","Rln3","relaxin 3","RXFP3","relaxin/insulin-like family peptide receptor 3","","HPMR","IUPHAR","","","","RLN3","RXFP3","","known","literature supported"
"Rln3_Rxfp4","Rln3","relaxin 3","Rxfp4","relaxin/insulin-like family peptide receptor 4","","HPMR","IUPHAR","HPRD","","","RLN3","RXFP4","","known","literature supported"
"Ear1_Tlr2","Ear1","ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)","Tlr2","toll-like receptor 2","","","","","","","","","18195069","novel","literature supported"
"Rph3a_Nrxn1","Rph3a","rabphilin 3A homolog (mouse)","Nrxn1","neurexin 1","","","","HPRD","","","","NRXN1","","novel","literature supported"
"Rps19_C5ar1","Rps19","ribosomal protein S19","C5ar1","complement component 5a receptor 1","","","IUPHAR","HPRD","","","","C5AR1","","known","literature supported"
"Rspo1_Fzd8","Rspo1","R-spondin 1","Fzd8","frizzled class receptor 8","","","","","STRING.binding","","RSPO1","FZD8","","novel","putative"
"Rspo1_Lgr4","Rspo1","R-spondin 1","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO1","LGR4","","known","literature supported"
"Rspo1_Lgr5","Rspo1","R-spondin 1","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO1","LGR5","","known","literature supported"
"Rspo1_Lgr6","Rspo1","R-spondin 1","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO1","LGR6","","known","literature supported"
"Rspo1_Lrp6","Rspo1","R-spondin 1","Lrp6","low density lipoprotein receptor-related protein 6","","HPMR","","","STRING.binding","","RSPO1","LRP6","","known","literature supported"
"Rspo1_Znrf3","Rspo1","R-spondin 1","Znrf3","zinc and ring finger 3","","","","","","","","","24349440","novel","literature supported"
"Rspo2_Lgr4","Rspo2","R-spondin 2","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO2","LGR4","","known","literature supported"
"Rspo2_Lgr5","Rspo2","R-spondin 2","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO2","LGR5","","known","literature supported"
"Rspo2_Lgr6","Rspo2","R-spondin 2","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO2","LGR6","","known","literature supported"
"Rspo3_Fzd8","Rspo3","R-spondin 3","Fzd8","frizzled class receptor 8","","","","","STRING.binding","","RSPO3","FZD8","16543246","novel","literature supported"
"Rspo3_Lgr4","Rspo3","R-spondin 3","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO3","LGR4","","known","literature supported"
"Rspo3_Lgr5","Rspo3","R-spondin 3","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO3","LGR5","","known","literature supported"
"Rspo3_Lgr6","Rspo3","R-spondin 3","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO3","LGR6","","known","literature supported"
"Rspo3_Lrp6","Rspo3","R-spondin 3","Lrp6","low density lipoprotein receptor-related protein 6","","","","","","","","","16543246","novel","literature supported"
"Rspo3_Sdc4","Rspo3","R-spondin 3","Sdc4","syndecan 4","","","","","STRING.binding","","RSPO3","SDC4","21397842","novel","literature supported"
"Rspo4_Lgr4","Rspo4","R-spondin 4","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO4","LGR4","","known","literature supported"
"Rspo4_Lgr5","Rspo4","R-spondin 4","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO4","LGR5","","known","literature supported"
"Rspo4_Lgr6","Rspo4","R-spondin 4","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO4","LGR6","","known","literature supported"
"Rtn4_Cntnap1","Rtn4","reticulon 4","Cntnap1","contactin associated protein 1","","","","HPRD","","","RTN4","CNTNAP1","","novel","literature supported"
"Rtn4_Gjb2","Rtn4","reticulon 4","Gjb2","gap junction protein, beta 2, 26kDa","","","","","STRING.binding","","RTN4","","","novel","putative"
"Rtn4_Lingo1","Rtn4","reticulon 4","Lingo1","leucine rich repeat and Ig domain containing 1","","HPMR","","","","","RTN4","LRRN6A","","known","literature supported"
"Rtn4_Ngfr","Rtn4","reticulon 4","Ngfr","nerve growth factor receptor","","","","","STRING.binding","","RTN4","NGFR","","novel","putative"
"Rtn4_Rtn4r","Rtn4","reticulon 4","Rtn4r","reticulon 4 receptor","","HPMR","","HPRD","STRING.binding","","RTN4","RTN4R","","known","literature supported"
"Rtn4_Rtn4rl1","Rtn4","reticulon 4","Rtn4rl1","reticulon 4 receptor-like 1","","","","","STRING.binding","","RTN4","","","novel","putative"
"Rtn4_Tnfrsf19","Rtn4","reticulon 4","Tnfrsf19","tumor necrosis factor receptor superfamily, member 19","","HPMR","","","","","RTN4","TNFRSF19","","known","literature supported"
"S100a8_Tlr4","S100a8","S100 calcium binding protein A8","Tlr4","toll-like receptor 4","","","","","","","","","17767165","novel","literature supported"
"Gm5849_Tlr4","Gm5849","S100 calcium binding protein A9","Tlr4","toll-like receptor 4","","","","","","","","","17767165","novel","literature supported"
"Saa1_Fpr1","Saa1","serum amyloid A1","Fpr1","formyl peptide receptor 1","","","","HPRD","","","","FPR1","","novel","literature supported"
"Saa1_Fpr-rs7","Saa1","serum amyloid A1","Fpr-rs7","formyl peptide receptor 2","","","IUPHAR","","","","","FPRL1","","known","literature supported"
"Saa1_Scarb1","Saa1","serum amyloid A1","Scarb1","scavenger receptor class B, member 1","","","","","STRING.binding","","","SCARB1","","novel","putative"
"Scgb1a1_Lmbr1l","Scgb1a1","secretoglobin, family 1A, member 1 (uteroglobin)","Lmbr1l","limb development membrane protein 1-like","","","","HPRD","","","","","","novel","literature supported"
"Scgb1a1_Lrp2","Scgb1a1","secretoglobin, family 1A, member 1 (uteroglobin)","Lrp2","low density lipoprotein receptor-related protein 2","","","","HPRD","","","","LRP2","","novel","literature supported"
"Scgb3a1_Marco","Scgb3a1","secretoglobin, family 3A, member 1","Marco","macrophage receptor with collagenous structure","","","","HPRD","","","SCGB3A1","","","novel","literature supported"
"SCGB3A2_Marco","SCGB3A2","secretoglobin, family 3A, member 2","Marco","macrophage receptor with collagenous structure","","","","HPRD","","","","","","novel","literature supported"
"Sct_Sctr","Sct","secretin","Sctr","secretin receptor","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","SCT","SCTR","","known","literature supported"
"Sct_Vipr1","Sct","secretin","Vipr1","vasoactive intestinal peptide receptor 1","","","","HPRD","","","SCT","VIPR1","","novel","literature supported"
"Sct_Vipr2","Sct","secretin","Vipr2","vasoactive intestinal peptide receptor 2","","","","","","","","","9437714","novel","literature supported"
"Selplg_Esam","Selplg","selectin P ligand","Esam","endothelial cell adhesion molecule","","","","","STRING.binding","","SELPLG","","","novel","putative"
"Selplg_Gm49368","Selplg","selectin P ligand","Gm49368","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","SELPLG","ITGAM","","novel","putative"
"Selplg_Itgb2l","Selplg","selectin P ligand","Itgb2l","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","","STRING.binding","","SELPLG","ITGB2","","novel","putative"
"Selplg_Sele","Selplg","selectin P ligand","Sele","selectin E","","HPMR","","HPRD","STRING.binding","","SELPLG","SELE","","known","literature supported"
"Selplg_Sell","Selplg","selectin P ligand","Sell","selectin L","","","","HPRD","STRING.binding","","SELPLG","SELL","","novel","literature supported"
"Selplg_Selp","Selplg","selectin P ligand","Selp","selectin P (granule membrane protein 140kDa, antigen CD62)","","HPMR","","HPRD","STRING.binding","STRING.experiment","SELPLG","SELP","","known","literature supported"
"Sema3a_Nrp1","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Nrp1","neuropilin 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SEMA3A","NRP1","","known","literature supported"
"Sema3a_Nrp2","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Nrp2","neuropilin 2","","","","","STRING.binding","","SEMA3A","NRP2","21059704","novel","literature supported"
"Sema3a_Plxna1","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna1","plexin A1","","HPMR","","","STRING.binding","","SEMA3A","PLXNA1","","known","literature supported"
"Sema3a_Plxna2","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna2","plexin A2","","HPMR","","","STRING.binding","","SEMA3A","PLXNA2","","known","literature supported"
"Sema3a_Plxna3","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna3","plexin A3","","","","","STRING.binding","","SEMA3A","PLXNA3","","novel","putative"
"Sema3a_Plxna4","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna4","plexin A4","","HPMR","","","STRING.binding","","SEMA3A","PLXNA4","","known","literature supported"
"Sema3b_Nrp1","Sema3b","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","Nrp1","neuropilin 1","","HPMR","","HPRD","","","SEMA3B","NRP1","","known","literature supported"
"Sema3b_Nrp2","Sema3b","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","Nrp2","neuropilin 2","","","","HPRD","","","SEMA3B","NRP2","","novel","literature supported"
"Sema3c_Nrp1","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Nrp1","neuropilin 1","","","","HPRD","STRING.binding","","SEMA3C","NRP1","","novel","literature supported"
"Sema3c_Nrp2","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Nrp2","neuropilin 2","","HPMR","","HPRD","STRING.binding","","SEMA3C","NRP2","","known","literature supported"
"Sema3c_Plxnd1","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Plxnd1","plexin D1","","","","","STRING.binding","","SEMA3C","PLXND1","15239958","novel","literature supported"
"Sema3d_Nrp1","Sema3d","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D","Nrp1","neuropilin 1","","","","","","","","","15456815","novel","literature supported"
"Sema3e_Nrp1","Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","Nrp1","neuropilin 1","","","","","STRING.binding","","SEMA3E","NRP1","","novel","putative"
"Sema3e_Plxnd1","Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","Plxnd1","plexin D1","","HPMR","","","STRING.binding","","SEMA3E","PLXND1","","known","literature supported"
"Sema3f_Nrp1","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Nrp1","neuropilin 1","","","","HPRD","","","SEMA3F","NRP1","","novel","literature supported"
"Sema3f_Nrp2","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Nrp2","neuropilin 2","","HPMR","","HPRD","STRING.binding","","SEMA3F","NRP2","","known","literature supported"
"Sema3f_Plxna1","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Plxna1","plexin A1","","","","","STRING.binding","","SEMA3F","PLXNA1","","novel","putative"
