mgi_symbol	ensembl_gene_id	external_gene_name
Ccdc77	ENSMUSG00000030177	Ccdc77
Kdm5a	ENSMUSG00000030180	Kdm5a
Klra2	ENSMUSG00000030187	Klra2
Magohb	ENSMUSG00000030188	Magohb
Ybx3	ENSMUSG00000030189	Ybx3
Tas2r116	ENSMUSG00000030194	Tas2r116
Tas2r103	ENSMUSG00000030196	Tas2r103
Etv6	ENSMUSG00000030199	Etv6
Bcl2l14	ENSMUSG00000030200	Bcl2l14
Lrp6	ENSMUSG00000030201	Lrp6
Dusp16	ENSMUSG00000030203	Dusp16
Ddx47	ENSMUSG00000030204	Ddx47
Gprc5d	ENSMUSG00000030205	Gprc5d
Gsg1	ENSMUSG00000030206	Gsg1
Fam234b	ENSMUSG00000030207	Fam234b
Emp1	ENSMUSG00000030208	Emp1
Grin2b	ENSMUSG00000030209	Grin2b
Atf7ip	ENSMUSG00000030213	Atf7ip
Plbd1	ENSMUSG00000030214	Plbd1
Wbp11	ENSMUSG00000030216	Wbp11
Art4	ENSMUSG00000030217	Art4
Mgp	ENSMUSG00000030218	Mgp
Erp27	ENSMUSG00000030219	Erp27
Arhgdib	ENSMUSG00000030220	Arhgdib
Rerg	ENSMUSG00000030222	Rerg
Ptpro	ENSMUSG00000030223	Ptpro
Strap	ENSMUSG00000030224	Strap
Dera	ENSMUSG00000030225	Dera
Lmo3	ENSMUSG00000030226	Lmo3
Pik3c2g	ENSMUSG00000030228	Pik3c2g
Plcz1	ENSMUSG00000030230	Plcz1
Plekha5	ENSMUSG00000030231	Plekha5
Aebp2	ENSMUSG00000030232	Aebp2
Slco1c1	ENSMUSG00000030235	Slco1c1
Slco1b2	ENSMUSG00000030236	Slco1b2
Slco1a4	ENSMUSG00000030237	Slco1a4
Recql	ENSMUSG00000030243	Recql
Gys2	ENSMUSG00000030244	Gys2
Golt1b	ENSMUSG00000030245	Golt1b
Ldhb	ENSMUSG00000030246	Ldhb
Kcnj8	ENSMUSG00000030247	Kcnj8
Abcc9	ENSMUSG00000030249	Abcc9
Rad18	ENSMUSG00000030254	Rad18
Sspn	ENSMUSG00000030255	Sspn
Bhlhe41	ENSMUSG00000030256	Bhlhe41
Srgap3	ENSMUSG00000030257	Srgap3
Rassf8	ENSMUSG00000030259	Rassf8
Lrmp	ENSMUSG00000030263	Lrmp
Thumpd3	ENSMUSG00000030264	Thumpd3
Kras	ENSMUSG00000030265	Kras
Bcat1	ENSMUSG00000030268	Bcat1
Mtmr14	ENSMUSG00000030269	Mtmr14
Cpne9	ENSMUSG00000030270	Cpne9
Ogg1	ENSMUSG00000030271	Ogg1
Camk1	ENSMUSG00000030272	Camk1
Etnk1	ENSMUSG00000030275	Etnk1
Ttll3	ENSMUSG00000030276	Ttll3
Cidec	ENSMUSG00000030278	Cidec
C2cd5	ENSMUSG00000030279	C2cd5
Il17rc	ENSMUSG00000030281	Il17rc
Cmas	ENSMUSG00000030282	Cmas
St8sia1	ENSMUSG00000030283	St8sia1
Creld1	ENSMUSG00000030284	Creld1
Emc3	ENSMUSG00000030286	Emc3
Itpr2	ENSMUSG00000030287	Itpr2
Med21	ENSMUSG00000030291	Med21
Smco2	ENSMUSG00000030292	Smco2
Sec13	ENSMUSG00000030298	Sec13
Ccdc91	ENSMUSG00000030301	Ccdc91
Atp2b2	ENSMUSG00000030302	Atp2b2
Far2	ENSMUSG00000030303	Far2
Ergic2	ENSMUSG00000030304	Ergic2
Tmtc1	ENSMUSG00000030306	Tmtc1
Slc6a11	ENSMUSG00000030307	Slc6a11
Caprin2	ENSMUSG00000030309	Caprin2
Slc6a1	ENSMUSG00000030310	Slc6a1
Dennd5b	ENSMUSG00000030313	Dennd5b
Atg7	ENSMUSG00000030314	Atg7
Vgll4	ENSMUSG00000030315	Vgll4
Tamm41	ENSMUSG00000030316	Tamm41
Timp4	ENSMUSG00000030317	Timp4
Cand2	ENSMUSG00000030319	Cand2
Efcab12	ENSMUSG00000030321	Efcab12
Mbd4	ENSMUSG00000030322	Mbd4
Ift122	ENSMUSG00000030323	Ift122
Rho	ENSMUSG00000030324	Rho
Klrb1c	ENSMUSG00000030325	Klrb1c
Necap1	ENSMUSG00000030327	Necap1
Pianp	ENSMUSG00000030329	Pianp
Ing4	ENSMUSG00000030330	Ing4
Mrpl51	ENSMUSG00000030335	Mrpl51
Cd27	ENSMUSG00000030336	Cd27
Vamp1	ENSMUSG00000030337	Vamp1
Ltbr	ENSMUSG00000030339	Ltbr
Scnn1a	ENSMUSG00000030340	Scnn1a
Tnfrsf1a	ENSMUSG00000030341	Tnfrsf1a
Cd9	ENSMUSG00000030342	Cd9
Akap3	ENSMUSG00000030344	Akap3
Dyrk4	ENSMUSG00000030345	Dyrk4
Rad51ap1	ENSMUSG00000030346	Rad51ap1
D6Wsu163e	ENSMUSG00000030347	D6Wsu163e
Prmt8	ENSMUSG00000030350	Prmt8
Tspan11	ENSMUSG00000030351	Tspan11
Tspan9	ENSMUSG00000030352	Tspan9
Tead4	ENSMUSG00000030353	Tead4
Fkbp4	ENSMUSG00000030357	Fkbp4
Pzp	ENSMUSG00000030359	Pzp
Klrb1a	ENSMUSG00000030361	Klrb1a
Clec2h	ENSMUSG00000030364	Clec2h
Clec2i	ENSMUSG00000030365	Clec2i
Ceacam12	ENSMUSG00000030366	Ceacam12
Ceacam11	ENSMUSG00000030368	Ceacam11
Psg28	ENSMUSG00000030373	Psg28
Strn4	ENSMUSG00000030374	Strn4
Slc8a2	ENSMUSG00000030376	Slc8a2
Sult2a8	ENSMUSG00000030378	Sult2a8
Mzf1	ENSMUSG00000030380	Mzf1
Slc27a5	ENSMUSG00000030382	Slc27a5
2900092C05Rik	ENSMUSG00000030385	2900092C05Rik
Zfp606	ENSMUSG00000030386	Zfp606
Zik1	ENSMUSG00000030393	Zik1
Mark4	ENSMUSG00000030397	Mark4
Ckm	ENSMUSG00000030399	Ckm
Ercc2	ENSMUSG00000030400	Ercc2
Rtn2	ENSMUSG00000030401	Rtn2
Ppm1n	ENSMUSG00000030402	Ppm1n
Vasp	ENSMUSG00000030403	Vasp
Gipr	ENSMUSG00000030406	Gipr
Qpctl	ENSMUSG00000030407	Qpctl
Dmpk	ENSMUSG00000030409	Dmpk
Dmwd	ENSMUSG00000030410	Dmwd
Nova2	ENSMUSG00000030411	Nova2
Pglyrp1	ENSMUSG00000030413	Pglyrp1
Pdcd5	ENSMUSG00000030417	Pdcd5
Uri1	ENSMUSG00000030421	Uri1
Pop4	ENSMUSG00000030423	Pop4
Lilra6	ENSMUSG00000030427	Lilra6
Ttyh1	ENSMUSG00000030428	Ttyh1
Tmem238	ENSMUSG00000030431	Tmem238
Rpl28	ENSMUSG00000030432	Rpl28
Sbk2	ENSMUSG00000030433	Sbk2
U2af2	ENSMUSG00000030435	U2af2
Zfp583	ENSMUSG00000030443	Zfp583
Cyfip1	ENSMUSG00000030447	Cyfip1
Oca2	ENSMUSG00000030450	Oca2
Herc2	ENSMUSG00000030451	Herc2
Nipa2	ENSMUSG00000030452	Nipa2
4933421I07Rik	ENSMUSG00000030463	4933421I07Rik
Siglecg	ENSMUSG00000030468	Siglecg
Zfp719	ENSMUSG00000030469	Zfp719
Csrp3	ENSMUSG00000030470	Csrp3
Zdhhc13	ENSMUSG00000030471	Zdhhc13
Ceacam18	ENSMUSG00000030472	Ceacam18
Siglece	ENSMUSG00000030474	Siglece
Cyp2b10	ENSMUSG00000030483	Cyp2b10
Lypd5	ENSMUSG00000030484	Lypd5
Zfp108	ENSMUSG00000030486	Zfp108
Tdrd12	ENSMUSG00000030491	Tdrd12
Slc7a9	ENSMUSG00000030492	Slc7a9
Faap24	ENSMUSG00000030493	Faap24
Rhpn2	ENSMUSG00000030494	Rhpn2
Slc7a10	ENSMUSG00000030495	Slc7a10
Gas2	ENSMUSG00000030498	Gas2
Kctd15	ENSMUSG00000030499	Kctd15
Slc17a6	ENSMUSG00000030500	Slc17a6
Prmt3	ENSMUSG00000030505	Prmt3
Dbx1	ENSMUSG00000030507	Dbx1
Asb7	ENSMUSG00000030509	Asb7
Cers3	ENSMUSG00000030510	Cers3
Snrpa1	ENSMUSG00000030512	Snrpa1
Pcsk6	ENSMUSG00000030513	Pcsk6
Tarsl2	ENSMUSG00000030515	Tarsl2
Tjp1	ENSMUSG00000030516	Tjp1
Fam189a1	ENSMUSG00000030518	Fam189a1
Apba2	ENSMUSG00000030519	Apba2
Mphosph10	ENSMUSG00000030521	Mphosph10
Mtmr10	ENSMUSG00000030522	Mtmr10
Trpm1	ENSMUSG00000030523	Trpm1
Chrna7	ENSMUSG00000030525	Chrna7
Crtc3	ENSMUSG00000030527	Crtc3
Blm	ENSMUSG00000030528	Blm
Furin	ENSMUSG00000030530	Furin
Hddc3	ENSMUSG00000030532	Hddc3
Unc45a	ENSMUSG00000030533	Unc45a
Vps33b	ENSMUSG00000030534	Vps33b
Iqgap1	ENSMUSG00000030536	Iqgap1
Cib1	ENSMUSG00000030538	Cib1
Sema4b	ENSMUSG00000030539	Sema4b
Idh2	ENSMUSG00000030541	Idh2
Mesp2	ENSMUSG00000030543	Mesp2
Mesp1	ENSMUSG00000030544	Mesp1
Pex11a	ENSMUSG00000030545	Pex11a
Plin1	ENSMUSG00000030546	Plin1
Rhcg	ENSMUSG00000030549	Rhcg
Nr2f2	ENSMUSG00000030551	Nr2f2
Pgpep1l	ENSMUSG00000030553	Pgpep1l
Synm	ENSMUSG00000030554	Synm
Ttc23	ENSMUSG00000030555	Ttc23
Lrrc28	ENSMUSG00000030556	Lrrc28
Mef2a	ENSMUSG00000030557	Mef2a
Rab38	ENSMUSG00000030559	Rab38
Ctsc	ENSMUSG00000030560	Ctsc
Nox4	ENSMUSG00000030562	Nox4
Cd22	ENSMUSG00000030577	Cd22
Tyrobp	ENSMUSG00000030579	Tyrobp
Sipa1l3	ENSMUSG00000030583	Sipa1l3
Dpf1	ENSMUSG00000030584	Dpf1
2200002D01Rik	ENSMUSG00000030587	2200002D01Rik
Yif1b	ENSMUSG00000030588	Yif1b
Rasgrp4	ENSMUSG00000030589	Rasgrp4
Fam98c	ENSMUSG00000030590	Fam98c
Psmd8	ENSMUSG00000030591	Psmd8
Ryr1	ENSMUSG00000030592	Ryr1
Nfkbib	ENSMUSG00000030595	Nfkbib
Fbxo17	ENSMUSG00000030598	Fbxo17
Lrfn1	ENSMUSG00000030600	Lrfn1
Pak4	ENSMUSG00000030602	Pak4
Psmc4	ENSMUSG00000030603	Psmc4
Zfp626	ENSMUSG00000030604	Zfp626
Mfge8	ENSMUSG00000030605	Mfge8
Hapln3	ENSMUSG00000030606	Hapln3
Acan	ENSMUSG00000030607	Acan
Aen	ENSMUSG00000030609	Aen
Det1	ENSMUSG00000030610	Det1
Mrps11	ENSMUSG00000030611	Mrps11
Mrpl46	ENSMUSG00000030612	Mrpl46
Ccdc90b	ENSMUSG00000030613	Ccdc90b
Tmem126b	ENSMUSG00000030614	Tmem126b
Tmem126a	ENSMUSG00000030615	Tmem126a
Sytl2	ENSMUSG00000030616	Sytl2
Ccdc83	ENSMUSG00000030617	Ccdc83
Eed	ENSMUSG00000030619	Eed
Me3	ENSMUSG00000030621	Me3
Prss23os	ENSMUSG00000030623	Prss23os
Zfand6	ENSMUSG00000030629	Zfand6
Fah	ENSMUSG00000030630	Fah
1700010L04Rik	ENSMUSG00000030636	1700010L04Rik
Sh3gl3	ENSMUSG00000030638	Sh3gl3
Ddias	ENSMUSG00000030641	Ddias
Rab30	ENSMUSG00000030643	Rab30
Ndufc2	ENSMUSG00000030647	Ndufc2
Anapc15	ENSMUSG00000030649	Anapc15
Tmc5	ENSMUSG00000030650	Tmc5
Art2b	ENSMUSG00000030651	Art2b
Coq7	ENSMUSG00000030652	Coq7
Gm45837	ENSMUSG00000030653	Gm45837
Arl6ip1	ENSMUSG00000030654	Arl6ip1
Smg1	ENSMUSG00000030655	Smg1
Xylt1	ENSMUSG00000030657	Xylt1
Nucb2	ENSMUSG00000030659	Nucb2
Pik3c2a	ENSMUSG00000030660	Pik3c2a
1110004F10Rik	ENSMUSG00000030663	1110004F10Rik
Sox6os	ENSMUSG00000030664	Sox6os
Calcb	ENSMUSG00000030666	Calcb
Calca	ENSMUSG00000030669	Calca
Cyp2r1	ENSMUSG00000030670	Cyp2r1
Pde3b	ENSMUSG00000030671	Pde3b
Mylpf	ENSMUSG00000030672	Mylpf
Qprt	ENSMUSG00000030674	Qprt
Kif22	ENSMUSG00000030677	Kif22
Maz	ENSMUSG00000030678	Maz
Pagr1a	ENSMUSG00000030680	Pagr1a
Mvp	ENSMUSG00000030681	Mvp
Cdipt	ENSMUSG00000030682	Cdipt
Sez6l2	ENSMUSG00000030683	Sez6l2
Kctd13	ENSMUSG00000030685	Kctd13
Stard10	ENSMUSG00000030688	Stard10
Ino80e	ENSMUSG00000030689	Ino80e
Fchsd2	ENSMUSG00000030691	Fchsd2
Klk10	ENSMUSG00000030693	Klk10
Aldoa	ENSMUSG00000030695	Aldoa
Ppp4c	ENSMUSG00000030697	Ppp4c
Tbx6	ENSMUSG00000030699	Tbx6
Plekhb1	ENSMUSG00000030701	Plekhb1
Gdpd3	ENSMUSG00000030703	Gdpd3
Rab6a	ENSMUSG00000030704	Rab6a
Mrpl48	ENSMUSG00000030706	Mrpl48
Coro1a	ENSMUSG00000030707	Coro1a
Dnajb13	ENSMUSG00000030708	Dnajb13
Sult1a1	ENSMUSG00000030711	Sult1a1
Klk7	ENSMUSG00000030713	Klk7
Sgf29	ENSMUSG00000030714	Sgf29
Nupr1	ENSMUSG00000030717	Nupr1
Ppme1	ENSMUSG00000030718	Ppme1
Cln3	ENSMUSG00000030720	Cln3
Nfatc2ip	ENSMUSG00000030722	Nfatc2ip
Cd19	ENSMUSG00000030724	Cd19
Lipt2	ENSMUSG00000030725	Lipt2
Pold3	ENSMUSG00000030726	Pold3
Rabep2	ENSMUSG00000030727	Rabep2
Pgm2l1	ENSMUSG00000030729	Pgm2l1
Atp2a1	ENSMUSG00000030730	Atp2a1
Syt3	ENSMUSG00000030731	Syt3
Chrdl2	ENSMUSG00000030732	Chrdl2
Sh2b1	ENSMUSG00000030733	Sh2b1
Slco2b1	ENSMUSG00000030737	Slco2b1
Eif3c	ENSMUSG00000030738	Eif3c
Myh14	ENSMUSG00000030739	Myh14
Spns1	ENSMUSG00000030741	Spns1
Lat	ENSMUSG00000030742	Lat
Rps3	ENSMUSG00000030744	Rps3
Il21r	ENSMUSG00000030745	Il21r
Dgat2	ENSMUSG00000030747	Dgat2
Il4ra	ENSMUSG00000030748	Il4ra
Nsmce1	ENSMUSG00000030750	Nsmce1
Psma1	ENSMUSG00000030751	Psma1
Kdm8	ENSMUSG00000030752	Kdm8
Thap12	ENSMUSG00000030753	Thap12
Copb1	ENSMUSG00000030754	Copb1
Zkscan2	ENSMUSG00000030757	Zkscan2
Far1	ENSMUSG00000030759	Far1
Acer3	ENSMUSG00000030760	Acer3
Myo7a	ENSMUSG00000030761	Myo7a
Aqp8	ENSMUSG00000030762	Aqp8
Lcmt1	ENSMUSG00000030763	Lcmt1
Arhgap17	ENSMUSG00000030766	Arhgap17
Slc5a11	ENSMUSG00000030769	Slc5a11
Parva	ENSMUSG00000030770	Parva
Dkk3	ENSMUSG00000030772	Dkk3
Pak1	ENSMUSG00000030774	Pak1
Rbbp6	ENSMUSG00000030779	Rbbp6
BC017158	ENSMUSG00000030780	BC017158
Slc5a2	ENSMUSG00000030781	Slc5a2
Tgfb1i1	ENSMUSG00000030782	Tgfb1i1
Cox6a2	ENSMUSG00000030785	Cox6a2
Itgam	ENSMUSG00000030786	Itgam
Lyve1	ENSMUSG00000030787	Lyve1
Rnf141	ENSMUSG00000030788	Rnf141
Itgax	ENSMUSG00000030789	Itgax
Adm	ENSMUSG00000030790	Adm
Dkkl1	ENSMUSG00000030792	Dkkl1
Pycard	ENSMUSG00000030793	Pycard
Fus	ENSMUSG00000030795	Fus
Tead2	ENSMUSG00000030796	Tead2
Cd37	ENSMUSG00000030798	Cd37
Prss8	ENSMUSG00000030800	Prss8
Kat8	ENSMUSG00000030801	Kat8
Bckdk	ENSMUSG00000030802	Bckdk
Gm21974	ENSMUSG00000030804	Gm21974
Stx4a	ENSMUSG00000030805	Stx4a
Stx1b	ENSMUSG00000030806	Stx1b
Fbxl19	ENSMUSG00000030811	Fbxl19
Bcl7c	ENSMUSG00000030814	Bcl7c
Phkg2	ENSMUSG00000030815	Phkg2
Rnf40	ENSMUSG00000030816	Rnf40
Prr14	ENSMUSG00000030822	Prr14
9130019O22Rik	ENSMUSG00000030823	9130019O22Rik
Nucb1	ENSMUSG00000030824	Nucb1
Hsd17b14	ENSMUSG00000030825	Hsd17b14
Bcat2	ENSMUSG00000030826	Bcat2
Fgf21	ENSMUSG00000030827	Fgf21
Itgal	ENSMUSG00000030830	Itgal
Abcc6	ENSMUSG00000030834	Abcc6
Nomo1	ENSMUSG00000030835	Nomo1
Ush1c	ENSMUSG00000030838	Ush1c
Sergef	ENSMUSG00000030839	Sergef
Lamtor1	ENSMUSG00000030842	Lamtor1
Rgs10	ENSMUSG00000030844	Rgs10
Tial1	ENSMUSG00000030846	Tial1
Bag3	ENSMUSG00000030847	Bag3
Fgfr2	ENSMUSG00000030849	Fgfr2
Ate1	ENSMUSG00000030850	Ate1
Ldhc	ENSMUSG00000030851	Ldhc
Tacc2	ENSMUSG00000030852	Tacc2
Ptpn5	ENSMUSG00000030854	Ptpn5
Fam24b	ENSMUSG00000030858	Fam24b
Fam24a	ENSMUSG00000030859	Fam24a
Acadsb	ENSMUSG00000030861	Acadsb
Cpxm2	ENSMUSG00000030862	Cpxm2
Chp2	ENSMUSG00000030865	Chp2
Ern2	ENSMUSG00000030866	Ern2
Plk1	ENSMUSG00000030867	Plk1
Dctn5	ENSMUSG00000030868	Dctn5
Ndufab1	ENSMUSG00000030869	Ndufab1
Ubfd1	ENSMUSG00000030870	Ubfd1
Ears2	ENSMUSG00000030871	Ears2
Gga2	ENSMUSG00000030872	Gga2
Scnn1b	ENSMUSG00000030873	Scnn1b
Mettl9	ENSMUSG00000030876	Mettl9
Mfsd13b	ENSMUSG00000030877	Mfsd13b
Cdr2	ENSMUSG00000030878	Cdr2
Mrpl17	ENSMUSG00000030879	Mrpl17
Polr3e	ENSMUSG00000030880	Polr3e
Arfip2	ENSMUSG00000030881	Arfip2
Dnhd1	ENSMUSG00000030882	Dnhd1
Uqcrc2	ENSMUSG00000030884	Uqcrc2
Pdzd9	ENSMUSG00000030887	Pdzd9
Rrp8	ENSMUSG00000030888	Rrp8
Vwa3a	ENSMUSG00000030889	Vwa3a
Ilk	ENSMUSG00000030890	Ilk
Tpp1	ENSMUSG00000030894	Tpp1
Hpx	ENSMUSG00000030895	Hpx
Cnga4	ENSMUSG00000030897	Cnga4
Cckbr	ENSMUSG00000030898	Cckbr
Crym	ENSMUSG00000030905	Crym
Anks4b	ENSMUSG00000030909	Anks4b
Zp2	ENSMUSG00000030911	Zp2
Tmem159	ENSMUSG00000030917	Tmem159
Trim30a	ENSMUSG00000030921	Trim30a
Lyrm1	ENSMUSG00000030922	Lyrm1
Rexo5	ENSMUSG00000030924	Rexo5
Eri2	ENSMUSG00000030929	Eri2
Chst15	ENSMUSG00000030930	Chst15
Oat	ENSMUSG00000030934	Oat
Acsm3	ENSMUSG00000030935	Acsm3
Thumpd1	ENSMUSG00000030942	Thumpd1
Acsm2	ENSMUSG00000030945	Acsm2
Lhpp	ENSMUSG00000030946	Lhpp
Gp2	ENSMUSG00000030954	Gp2
Fam53b	ENSMUSG00000030956	Fam53b
Eef1akmt2	ENSMUSG00000030960	Eef1akmt2
Umod	ENSMUSG00000030963	Umod
Abraxas2	ENSMUSG00000030965	Abraxas2
Trim21	ENSMUSG00000030966	Trim21
Zranb1	ENSMUSG00000030967	Zranb1
Pdilt	ENSMUSG00000030968	Pdilt
Ctbp2	ENSMUSG00000030970	Ctbp2
Acsm5	ENSMUSG00000030972	Acsm5
Tex36	ENSMUSG00000030976	Tex36
Rrm1	ENSMUSG00000030978	Rrm1
Uros	ENSMUSG00000030979	Uros
Knop1	ENSMUSG00000030980	Knop1
Mmp21	ENSMUSG00000030981	Mmp21
Vps35l	ENSMUSG00000030982	Vps35l
Bccip	ENSMUSG00000030983	Bccip
Dhx32	ENSMUSG00000030986	Dhx32
Stim1	ENSMUSG00000030987	Stim1
Pgap2	ENSMUSG00000030990	Pgap2
D7Ertd443e	ENSMUSG00000030994	D7Ertd443e
Art1	ENSMUSG00000030996	Art1
Mki67	ENSMUSG00000031004	Mki67
Swap70	ENSMUSG00000031015	Swap70
Wee1	ENSMUSG00000031016	Wee1
Tmem9b	ENSMUSG00000031021	Tmem9b
BC051019	ENSMUSG00000031022	BC051019
Akip1	ENSMUSG00000031023	Akip1
Denn2b	ENSMUSG00000031024	Denn2b
Trim66	ENSMUSG00000031026	Trim66
Stk33	ENSMUSG00000031027	Stk33
Tub	ENSMUSG00000031028	Tub
Eif3f	ENSMUSG00000031029	Eif3f
Glrx3	ENSMUSG00000031068	Glrx3
Ggn	ENSMUSG00000031493	Ggn
Eif2ak3	ENSMUSG00000031668	Eif2ak3
Dctn1	ENSMUSG00000031865	Dctn1
Oas1d	ENSMUSG00000032623	Oas1d
Thsd7a	ENSMUSG00000032625	Thsd7a
Atxn2l	ENSMUSG00000032637	Atxn2l
Chsy1	ENSMUSG00000032640	Chsy1
Gpr19	ENSMUSG00000032641	Gpr19
Crebl2	ENSMUSG00000032652	Crebl2
Oas3	ENSMUSG00000032661	Oas3
Pon2	ENSMUSG00000032667	Pon2
Oas2	ENSMUSG00000032690	Oas2
Resf1	ENSMUSG00000032712	Resf1
Mansc1	ENSMUSG00000032718	Mansc1
Folr2	ENSMUSG00000032725	Folr2
Inppl1	ENSMUSG00000032737	Inppl1
D430042O09Rik	ENSMUSG00000032743	D430042O09Rik
Bet1	ENSMUSG00000032757	Bet1
Kap	ENSMUSG00000032758	Kap
Gng11	ENSMUSG00000032766	Gng11
Mctp2	ENSMUSG00000032776	Mctp2
Gtf3c1	ENSMUSG00000032777	Gtf3c1
Arap1	ENSMUSG00000032812	Arap1
Ppp1r9a	ENSMUSG00000032827	Ppp1r9a
P2ry2	ENSMUSG00000032860	P2ry2
Arhgef17	ENSMUSG00000032875	Arhgef17
Styk1	ENSMUSG00000032899	Styk1
Ucp3	ENSMUSG00000032942	Ucp3
Klra9	ENSMUSG00000033024	Klra9
Klrc3	ENSMUSG00000033027	Klrc3
Clec1a	ENSMUSG00000033082	Clec1a
Podxl2	ENSMUSG00000033152	Podxl2
Mgll	ENSMUSG00000033174	Mgll
Kbtbd12	ENSMUSG00000033182	Kbtbd12
Eefsec	ENSMUSG00000033216	Eefsec
Antxr1	ENSMUSG00000033420	Antxr1
Mcee	ENSMUSG00000033429	Mcee
Fan1	ENSMUSG00000033458	Fan1
Asprv1	ENSMUSG00000033508	Asprv1
Otud7a	ENSMUSG00000033510	Otud7a
Acsm1	ENSMUSG00000033533	Acsm1
Arhgef5	ENSMUSG00000033542	Arhgef5
Ndn	ENSMUSG00000033585	Ndn
Nat8f2	ENSMUSG00000033634	Nat8f2
Gabrb3	ENSMUSG00000033676	Gabrb3
Ucp2	ENSMUSG00000033685	Ucp2
Smyd5	ENSMUSG00000033706	Smyd5
Sfxn5	ENSMUSG00000033720	Sfxn5
Emx1	ENSMUSG00000033726	Emx1
Spr	ENSMUSG00000033735	Spr
Exoc6b	ENSMUSG00000033769	Exoc6b
Dysf	ENSMUSG00000033788	Dysf
Tubgcp5	ENSMUSG00000033790	Tubgcp5
Pla2g4c	ENSMUSG00000033847	Pla2g4c
Ccp110	ENSMUSG00000033904	Ccp110
Chmp2a	ENSMUSG00000033916	Chmp2a
Gde1	ENSMUSG00000033917	Gde1
Vhl	ENSMUSG00000033933	Vhl
Brk1	ENSMUSG00000033940	Brk1
Zfp446	ENSMUSG00000033961	Zfp446
Fancd2os	ENSMUSG00000033963	Fancd2os
Rnf225	ENSMUSG00000033967	Rnf225
Rfc3	ENSMUSG00000033970	Rfc3
Pds5b	ENSMUSG00000034021	Pds5b
Fancd2	ENSMUSG00000034023	Fancd2
Fgd5	ENSMUSG00000034037	Fgd5
Galnt17	ENSMUSG00000034040	Galnt17
4930590J08Rik	ENSMUSG00000034063	4930590J08Rik
Zfp551	ENSMUSG00000034071	Zfp551
Ccdc174	ENSMUSG00000034083	Ccdc174
Nlrp4b	ENSMUSG00000034087	Nlrp4b
Kctd7	ENSMUSG00000034110	Kctd7
Tpst1	ENSMUSG00000034118	Tpst1
Zbed5	ENSMUSG00000034173	Zbed5
Lsm3	ENSMUSG00000034192	Lsm3
Chchd4	ENSMUSG00000034203	Chchd4
Mrps17	ENSMUSG00000034211	Mrps17
Septin14	ENSMUSG00000034219	Septin14
Hdac11	ENSMUSG00000034245	Hdac11
Setd5	ENSMUSG00000034269	Setd5
Tmem132d	ENSMUSG00000034310	Tmem132d
Iqsec1	ENSMUSG00000034312	Iqsec1
Tmem132c	ENSMUSG00000034324	Tmem132c
Ssu2	ENSMUSG00000034387	Ssu2
Zxdc	ENSMUSG00000034430	Zxdc
Uroc1	ENSMUSG00000034456	Uroc1
Zfp418	ENSMUSG00000034538	Zfp418
Olfr1347	ENSMUSG00000034583	Olfr1347
Setmar	ENSMUSG00000034639	Setmar
Lrrn1	ENSMUSG00000034648	Lrrn1
Galp	ENSMUSG00000034660	Galp
Nlrp4c	ENSMUSG00000034690	Nlrp4c
Nagk	ENSMUSG00000034744	Nagk
Vax2	ENSMUSG00000034777	Vax2
Cd207	ENSMUSG00000034783	Cd207
Nrip3	ENSMUSG00000034825	Nrip3
Tet3	ENSMUSG00000034832	Tet3
Ankrd27	ENSMUSG00000034867	Ankrd27
Nudt19	ENSMUSG00000034875	Nudt19
Rtkn	ENSMUSG00000034930	Rtkn
Cog7	ENSMUSG00000034951	Cog7
Cebpa	ENSMUSG00000034957	Cebpa
Lbx2	ENSMUSG00000034968	Lbx2
Otoa	ENSMUSG00000034990	Otoa
Igsf6	ENSMUSG00000035004	Igsf6
Eef2k	ENSMUSG00000035064	Eef2k
Eva1a	ENSMUSG00000035104	Eva1a
Gcfc2	ENSMUSG00000035125	Gcfc2
Mitf	ENSMUSG00000035158	Mitf
Kcne3	ENSMUSG00000035165	Kcne3
Nlrp2	ENSMUSG00000035177	Nlrp2
Rfpl4	ENSMUSG00000035191	Rfpl4
Arl6ip5	ENSMUSG00000035199	Arl6ip5
Epn1	ENSMUSG00000035203	Epn1
Xrra1	ENSMUSG00000035211	Xrra1
Spcs2	ENSMUSG00000035227	Spcs2
Ccdc106	ENSMUSG00000035228	Ccdc106
Neu3	ENSMUSG00000035239	Neu3
Eogt	ENSMUSG00000035245	Eogt
Ssc5d	ENSMUSG00000035279	Ssc5d
Nat14	ENSMUSG00000035285	Nat14
Klhl35	ENSMUSG00000035298	Klhl35
Gdpd5	ENSMUSG00000035314	Gdpd5
Uvrag	ENSMUSG00000035354	Uvrag
Pdzrn3	ENSMUSG00000035357	Pdzrn3
Shq1	ENSMUSG00000035378	Shq1
Brsk1	ENSMUSG00000035390	Brsk1
Emsy	ENSMUSG00000035401	Emsy
Ptprh	ENSMUSG00000035429	Ptprh
Tnni3	ENSMUSG00000035458	Tnni3
Vmn1r172	ENSMUSG00000035523	Vmn1r172
Leng8	ENSMUSG00000035545	Leng8
Capn5	ENSMUSG00000035547	Capn5
Gdpd4	ENSMUSG00000035582	Gdpd4
Tsen34	ENSMUSG00000035585	Tsen34
Mboat7	ENSMUSG00000035596	Mboat7
Rsf1	ENSMUSG00000035623	Rsf1
Cnot3	ENSMUSG00000035632	Cnot3
Aamdc	ENSMUSG00000035642	Aamdc
