"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
2.98213234166521e-148	0.316490753916324	0.216	0.031	9.89382046994267e-144	"Fibroblast"	"Cox6b2"
1.93206737738003e-147	0.566928105515151	0.247	0.041	6.41001993793372e-143	"Fibroblast"	"Tfpi2"
2.22001358731257e-145	0.501189755579196	0.992	0.961	7.36533907862693e-141	"Fibroblast"	"Rpl10"
2.62231340665051e-145	0.303012101743512	0.395	0.099	8.70004918924439e-141	"Fibroblast"	"Abhd14a"
3.39245224022073e-145	0.536743576984432	0.994	0.996	1.12551387973803e-140	"Fibroblast"	"Rpl41"
5.80274699357433e-145	0.554105187553267	0.965	0.913	1.92517737005815e-140	"Fibroblast"	"Rpl36a"
6.43445610687124e-145	0.691375901908398	0.898	0.713	2.13475950257667e-140	"Fibroblast"	"Sec61b"
6.50929109537079e-144	1.39020309401071	0.509	0.171	2.15958750671117e-139	"Fibroblast"	"Fabp5"
6.54113011931093e-144	0.336376777445807	0.46	0.13	2.17015073968379e-139	"Fibroblast"	"Eri3"
1.34929168780651e-143	0.365171051152632	0.32	0.067	4.47654503263567e-139	"Fibroblast"	"Colec12"
1.64950383150212e-143	0.804070034831732	0.753	0.389	5.47255886177459e-139	"Fibroblast"	"Pmepa1"
2.24737293292906e-142	0.367060840253972	0.46	0.134	7.45610917957873e-138	"Fibroblast"	"Snap47"
6.23452982507165e-139	0.602624229443054	0.836	0.546	2.06842996006402e-134	"Fibroblast"	"Morf4l2"
8.52733132077621e-139	0.269724363090991	0.218	0.034	2.82911271229392e-134	"Fibroblast"	"Bace2"
3.66738374462151e-137	0.25598213310618	0.272	0.052	1.21672790495308e-132	"Fibroblast"	"Tmem86a"
1.29595183977798e-136	0.294511341826042	0.409	0.109	4.29957941883141e-132	"Fibroblast"	"Pcbp4"
5.54483418791789e-136	0.747469641949965	0.794	0.459	1.83960963852552e-131	"Fibroblast"	"Kdelr2"
8.58442606967939e-136	0.444820981698157	0.986	0.969	2.84805503713753e-131	"Fibroblast"	"Rps3a1"
9.49612500650301e-136	0.439843401821481	0.531	0.173	3.15052939340751e-131	"Fibroblast"	"Ptp4a1"
1.87117198444749e-135	0.405036810070657	0.434	0.125	6.20798729280144e-131	"Fibroblast"	"Gstm2"
3.22039911147085e-135	0.423869718964512	0.504	0.165	1.06843181321269e-130	"Fibroblast"	"Npm3"
4.56541763508338e-135	0.292241341355795	0.267	0.051	1.51466860879161e-130	"Fibroblast"	"Gstt1"
1.05996785951362e-134	0.48620401744596	0.5	0.167	3.51665536750833e-130	"Fibroblast"	"Cmtm3"
2.99943366034984e-133	0.448295944702291	0.995	0.99	9.95122105494267e-129	"Fibroblast"	"Rpl37a"
3.75881284062696e-133	0.421571451618088	0.989	0.974	1.24706133613481e-128	"Fibroblast"	"Rpl11"
7.71450046798104e-133	0.598055011388145	0.664	0.309	2.55943982026207e-128	"Fibroblast"	"Maged1"
8.88662951168923e-133	0.799493987234881	0.715	0.389	2.94831707309314e-128	"Fibroblast"	"Ppic"
2.15284049787667e-132	0.663668245407649	0.825	0.518	7.14247891980541e-128	"Fibroblast"	"Atpif1"
1.03039380220225e-131	0.386003630397301	0.502	0.165	3.41853751756639e-127	"Fibroblast"	"Ergic1"
2.29498770665388e-131	0.511892580763623	0.992	0.984	7.61408071436559e-127	"Fibroblast"	"Rps19"
2.34873939659973e-131	0.489766303720495	0.973	0.954	7.79241269609894e-127	"Fibroblast"	"Rpl3"
3.63773179873209e-131	0.492593308505151	0.981	0.941	1.20689027886535e-126	"Fibroblast"	"Rpl28"
3.67199292673063e-131	0.8305389381216	1	0.995	1.21825709330142e-126	"Fibroblast"	"Fth1"
4.46937958521508e-131	0.594234465741314	0.765	0.409	1.48280606498681e-126	"Fibroblast"	"Cnpy2"
5.75684931549307e-131	2.05871174255143	0.858	0.473	1.90994989740114e-126	"Fibroblast"	"Spp1"
2.21611513484424e-130	0.538587883659598	0.807	0.4	7.35240518287272e-126	"Fibroblast"	"Cald1"
3.59811890382444e-130	0.700126748390887	0.811	0.524	1.19374790872183e-125	"Fibroblast"	"P4hb"
1.73433823577397e-129	0.414185379799376	0.361	0.094	5.75401396482729e-125	"Fibroblast"	"Tubb2b"
1.92801120089472e-129	0.555138815207123	0.895	0.642	6.39656276120842e-125	"Fibroblast"	"Ssr4"
2.37341089144453e-129	0.445058906274192	0.384	0.103	7.8742653145455e-125	"Fibroblast"	"Ndrg2"
8.41939244708216e-129	0.436348033591067	0.972	0.948	2.79330183216845e-124	"Fibroblast"	"Rps13"
1.17058536329922e-128	0.40911829476565	0.998	0.99	3.88365105981781e-124	"Fibroblast"	"Rps8"
9.03490347844246e-128	0.284025080576444	0.421	0.12	2.99750992704286e-123	"Fibroblast"	"Pmm1"
1.29362254169278e-127	0.709413489384421	0.628	0.274	4.29185150657415e-123	"Fibroblast"	"Ppp1r14b"
1.31607293541883e-127	0.911215926724085	0.281	0.06	4.36633517783907e-123	"Fibroblast"	"Aspn"
2.1825506215044e-127	0.442894000705016	0.981	0.961	7.24104819696514e-123	"Fibroblast"	"Rps11"
6.40437873770264e-127	0.279351652966617	0.378	0.1	2.12478073380761e-122	"Fibroblast"	"Akt2"
8.52221987481967e-127	0.581416620051016	0.62	0.247	2.82741688786892e-122	"Fibroblast"	"Rnase4"
9.94267285418588e-127	0.259299333406202	0.459	0.131	3.29868057283325e-122	"Fibroblast"	"Pdgfrb"
1.55083892206596e-126	0.404172648474305	0.996	0.983	5.14521829173823e-122	"Fibroblast"	"Rps27a"
1.94089791183386e-126	0.484319348773345	0.984	0.97	6.43931700209118e-122	"Fibroblast"	"Rpl14"
7.72440006755383e-126	0.504463603472717	0.994	0.991	2.56272421041233e-121	"Fibroblast"	"Ftl1"
8.42335333138238e-126	0.606420961028388	0.816	0.495	2.79461593475273e-121	"Fibroblast"	"Ostc"
3.8345327579722e-125	0.413041836796487	0.982	0.967	1.27218293311244e-120	"Fibroblast"	"Rpl24"
4.0801858343415e-125	0.378105505076425	0.521	0.183	1.35368325425948e-120	"Fibroblast"	"Galk1"
3.54360084639251e-124	0.565684299378268	0.448	0.138	1.17566045280764e-119	"Fibroblast"	"Rarres2"
6.59706979081688e-124	0.539677597048416	0.892	0.65	2.18870984449932e-119	"Fibroblast"	"Arf4"
5.45507725493451e-122	0.567194365649563	0.826	0.492	1.80983098086962e-117	"Fibroblast"	"Ctsz"
1.78494597098728e-121	0.47740620423696	0.578	0.229	5.92191524794451e-117	"Fibroblast"	"Plp2"
1.06874622928349e-120	0.589215661644479	0.947	0.842	3.54577936489385e-116	"Fibroblast"	"Rpl12"
3.73036410165676e-120	0.495915789764203	0.634	0.276	1.23762289800666e-115	"Fibroblast"	"Jpt1"
4.190736256801e-120	0.534536863459025	0.969	0.861	1.39036056791887e-115	"Fibroblast"	"Pfn1"
1.39543344539551e-119	0.375718592226326	0.524	0.188	4.62962954178867e-115	"Fibroblast"	"Dtymk"
2.2210174802802e-118	0.353791044425626	0.48	0.16	7.36866969432561e-114	"Fibroblast"	"Tmed1"
3.51509434172495e-118	0.398992344819852	0.992	0.985	1.16620284975409e-113	"Fibroblast"	"Rps23"
8.42211444780084e-118	0.537864780097102	0.626	0.277	2.79420491034688e-113	"Fibroblast"	"Prdx4"
1.09335602321982e-117	0.631265176090271	0.865	0.62	3.62742727823638e-113	"Fibroblast"	"Hspe1"
1.53659428512832e-117	0.522245671830898	0.974	0.913	5.09795885977022e-113	"Fibroblast"	"Rpl4"
8.28803595019294e-117	0.550268760440317	0.738	0.396	2.74972168719551e-112	"Fibroblast"	"Serp1"
1.13261707633855e-116	0.623363074749705	0.921	0.778	3.75768367416842e-112	"Fibroblast"	"Eif5a"
4.32400095933851e-116	0.52823399791651	0.576	0.235	1.43457379827974e-111	"Fibroblast"	"Ppa1"
7.18604627766452e-115	0.432714487002151	0.485	0.169	2.38411457354076e-110	"Fibroblast"	"Nudt4"
2.57160128434749e-114	0.644114281928751	0.816	0.536	8.53180158107966e-110	"Fibroblast"	"Nme1"
8.11096220225315e-114	0.457855738453775	0.434	0.14	2.69097392984153e-109	"Fibroblast"	"Sdf2l1"
4.84869319641802e-113	0.433855334190772	0.986	0.969	1.60865094177561e-108	"Fibroblast"	"Rps3"
3.74370860374734e-112	0.331117556932	0.342	0.094	1.24205020346525e-107	"Fibroblast"	"Dnajc25"
4.42904570378305e-112	0.668470603789888	0.685	0.331	1.4694244931441e-107	"Fibroblast"	"Nid1"
4.58580026528763e-112	0.550710927541517	0.96	0.928	1.52143095401448e-107	"Fibroblast"	"Serf2"
7.0052559548008e-112	0.337458879180668	0.445	0.147	2.32413376812426e-107	"Fibroblast"	"Pgd"
1.55877827352151e-111	0.799087248131521	0.836	0.606	5.17155867806232e-107	"Fibroblast"	"Mif"
2.75396903775377e-111	0.321082955179225	0.429	0.136	9.13684307655568e-107	"Fibroblast"	"Itgav"
1.80078033009606e-110	0.429377447151229	0.72	0.345	5.97444890115971e-106	"Fibroblast"	"Tspan3"
2.48477308610663e-110	0.258185813659931	0.382	0.111	8.24373166777597e-106	"Fibroblast"	"Smim4"
3.02778671182609e-110	0.579069329963525	0.873	0.666	1.00452879738254e-105	"Fibroblast"	"Hmgn1"
5.67349547920237e-110	0.379699847600809	0.986	0.973	1.88229559513497e-105	"Fibroblast"	"Rpl19"
5.93639627086148e-109	0.274172892452112	0.365	0.104	1.96951819078371e-104	"Fibroblast"	"Apex1"
8.3612659857365e-109	0.437070263737369	0.98	0.962	2.7740172160878e-104	"Fibroblast"	"Rps17"
1.09937863170083e-107	0.348622008786166	0.465	0.164	3.64740848639385e-103	"Fibroblast"	"Adam9"
1.92102392468366e-107	0.524579645583152	0.88	0.641	6.37338107492297e-103	"Fibroblast"	"Atp5g1"
2.40868147183641e-107	0.288808792568553	0.324	0.087	7.99128251911166e-103	"Fibroblast"	"Gm1673"
3.43267024765818e-106	0.581681598596418	0.825	0.515	1.13885700806555e-101	"Fibroblast"	"Lmna"
3.51965531307136e-106	0.537570370288271	0.691	0.373	1.16771604321769e-101	"Fibroblast"	"Cdk4"
1.00185186850956e-105	0.549056461334096	0.907	0.751	3.32384394415418e-101	"Fibroblast"	"Micos10"
2.35954559857886e-105	0.444422633751879	0.548	0.223	7.8282644324051e-101	"Fibroblast"	"Il11ra1"
6.03221088108278e-105	0.407514339521785	0.591	0.246	2.00130660401683e-100	"Fibroblast"	"Gstm5"
6.73234795888113e-105	0.540045357279456	0.893	0.705	2.23359108231799e-100	"Fibroblast"	"Ost4"
1.24230899507133e-104	0.499904964075587	0.979	0.949	4.12160855294816e-100	"Fibroblast"	"Rpl35"
2.24901219154169e-104	0.771669739270705	0.562	0.252	7.46154774787786e-100	"Fibroblast"	"Tmem176a"
3.51151033548445e-104	0.340434248907133	0.516	0.196	1.16501378400368e-99	"Fibroblast"	"Siva1"
3.92710378194691e-104	0.291481150486006	0.416	0.136	1.30289522173653e-99	"Fibroblast"	"Slc35b2"
7.87721793574847e-104	0.561365242604988	0.334	0.096	2.61342459454327e-99	"Fibroblast"	"Gpm6b"
1.70256584959502e-103	0.315824072253331	0.446	0.149	5.64860271920138e-99	"Fibroblast"	"Zfhx3"
4.09210319707544e-103	0.499879515128893	0.865	0.621	1.35763707769372e-98	"Fibroblast"	"Spcs1"
4.31935850143016e-103	0.376741938579406	0.988	0.972	1.43303357001948e-98	"Fibroblast"	"Rpl23"
2.39945201510864e-102	0.569531902397804	0.926	0.833	7.96066195052593e-98	"Fibroblast"	"Eef1g"
7.75068466584916e-102	0.425593174794397	0.576	0.254	2.57144465158878e-97	"Fibroblast"	"Pofut2"
1.03871322913517e-101	0.3773018904045	0.986	0.974	3.44613888030175e-97	"Fibroblast"	"Rpl6"
5.67328532833978e-101	0.482452311765069	0.564	0.224	1.88222587338329e-96	"Fibroblast"	"Gm10073"
1.01030275546998e-100	0.259551105320242	0.314	0.086	3.35188145182276e-96	"Fibroblast"	"Limd2"
1.44288938832788e-100	0.369574987531719	0.544	0.218	4.78707412365542e-96	"Fibroblast"	"Hmgn3"
1.83639538404004e-100	0.400141958580794	0.973	0.958	6.09260896562963e-96	"Fibroblast"	"Rpl18"
4.96842668369216e-100	0.533010983789356	0.911	0.755	1.64837492084855e-95	"Fibroblast"	"Rps27l"
1.74894168493446e-99	0.529829635636318	0.561	0.243	5.80246382810705e-95	"Fibroblast"	"Lmo4"
3.71273404682519e-99	0.286555697337512	0.282	0.072	1.23177377471519e-94	"Fibroblast"	"Tns3"
2.08553044413124e-98	0.289725554677815	0.484	0.178	6.91916435449421e-94	"Fibroblast"	"1110065P20Rik"
3.79496356789006e-97	0.325625897774038	0.495	0.19	1.25905506291889e-92	"Fibroblast"	"Anxa6"
2.98318891833984e-96	0.38255242370245	0.986	0.969	9.89732587437608e-92	"Fibroblast"	"Rpl17"
3.63686002524076e-96	0.502258374766811	0.787	0.454	1.20660105057413e-91	"Fibroblast"	"Lamp2"
1.70753461523652e-95	0.464306908134157	0.687	0.371	5.6650875929702e-91	"Fibroblast"	"Surf4"
1.87741682161822e-95	0.301765000245891	0.418	0.143	6.22870578908275e-91	"Fibroblast"	"Tmem9"
4.16705566344833e-95	0.621115107764576	0.898	0.765	1.38250405746225e-90	"Fibroblast"	"Npm1"
1.44117987407527e-94	0.478626483153793	0.959	0.819	4.78140246821951e-90	"Fibroblast"	"Calm2"
1.80487819742231e-94	0.380447793768332	0.339	0.105	5.98804439558799e-90	"Fibroblast"	"Ezr"
1.27740857880314e-93	0.276757730954319	0.425	0.147	4.23805844189519e-89	"Fibroblast"	"Golt1b"
1.3791261448694e-93	0.297049436436143	0.286	0.077	4.57552681083322e-89	"Fibroblast"	"Mafb"
2.8513356841558e-93	0.250385278561312	0.285	0.076	9.45987639932369e-89	"Fibroblast"	"Acer3"
8.61295648384702e-93	0.538448801941834	0.855	0.6	2.85752057264593e-88	"Fibroblast"	"Selenom"
3.92031471696224e-92	0.334492409832293	0.993	0.985	1.30064281364656e-87	"Fibroblast"	"Rps16"
5.26749172931899e-91	0.587346203206723	0.904	0.754	1.74759573103616e-86	"Fibroblast"	"Calr"
1.09396757964151e-90	0.478885970792086	0.926	0.806	3.62945623897664e-86	"Fibroblast"	"Ppib"
3.16948058870091e-90	0.348639718349832	0.424	0.154	1.0515385749133e-85	"Fibroblast"	"Atf5"
3.20112937428383e-90	0.63906945113312	0.479	0.199	1.06203869250615e-85	"Fibroblast"	"Gm8730"
7.15082632511908e-90	0.464859503343909	0.594	0.297	2.37242964988476e-85	"Fibroblast"	"Abracl"
1.18027949752931e-89	0.251200419341187	0.352	0.111	3.91581328895298e-85	"Fibroblast"	"Htra2"
1.17024371313672e-88	0.443256145548737	0.841	0.582	3.88251756707368e-84	"Fibroblast"	"Mrpl52"
3.84334877790613e-88	0.821719891370811	0.384	0.138	1.27510782404592e-83	"Fibroblast"	"Ccn2"
3.99764721515371e-88	0.34241298821856	0.556	0.246	1.32629941657155e-83	"Fibroblast"	"Mlec"
1.1248717037195e-87	0.340718649974168	0.685	0.339	3.73198685143019e-83	"Fibroblast"	"Mrpl54"
2.4065889340555e-87	0.443511227249003	0.62	0.302	7.98434010651593e-83	"Fibroblast"	"Nhp2"
2.90972532575847e-87	0.797521733389709	0.285	0.082	9.65359571326887e-83	"Fibroblast"	"Ifi27l2a"
3.12651920311868e-87	0.267997897471481	0.289	0.083	1.03728527601868e-82	"Fibroblast"	"Steap3"
3.13496408840502e-87	0.317407875989009	0.534	0.227	1.04008703561013e-82	"Fibroblast"	"Praf2"
7.15327532511907e-87	0.277174370176246	0.42	0.152	2.37324215461475e-82	"Fibroblast"	"Hspb11"
1.07387684166533e-86	0.461411892754256	0.875	0.683	3.56280119759307e-82	"Fibroblast"	"Prdx2"
1.42627031275333e-86	0.446862802819011	0.752	0.452	4.73193701662171e-82	"Fibroblast"	"Ddost"
9.31117385282077e-86	0.331727505238873	0.992	0.984	3.08916814915035e-81	"Fibroblast"	"Rpl18a"
1.28002791891626e-85	0.427040273789533	0.511	0.22	4.24674862658847e-81	"Fibroblast"	"Nfix"
6.89408080046782e-85	0.50812931861551	0.876	0.698	2.28724918717121e-80	"Fibroblast"	"Pabpc1"
1.15289618317678e-84	0.437810218426916	0.864	0.658	3.82496366692561e-80	"Fibroblast"	"Swi5"
2.97865656727113e-84	0.450216463622084	0.515	0.22	9.88228889323541e-80	"Fibroblast"	"Errfi1"
3.39559305592002e-84	0.379540661983218	0.573	0.266	1.12655590816259e-79	"Fibroblast"	"Lrrc59"
4.8061712330263e-84	0.325364472548073	0.993	0.985	1.59454342998114e-79	"Fibroblast"	"Rpl37"
2.1374179981633e-83	0.39629626812975	0.407	0.154	7.0913116925064e-79	"Fibroblast"	"Sh3pxd2a"
2.34611417756421e-83	0.426223017090969	0.778	0.52	7.78370300690479e-79	"Fibroblast"	"Eif3i"
3.91720920943582e-83	0.441094431833498	0.932	0.829	1.29961249941452e-78	"Fibroblast"	"Rack1"
4.24475720312895e-83	0.497093770402404	0.581	0.286	1.40828309728209e-78	"Fibroblast"	"Hmgn2"
5.52278559995674e-83	0.346289731873239	0.98	0.962	1.83229457849765e-78	"Fibroblast"	"Rps7"
7.77164464134394e-83	1.4949470573248	0.452	0.198	2.57839854265868e-78	"Fibroblast"	"Cxcl1"
7.79973018782393e-83	0.256717707935499	0.38	0.133	2.58771648441434e-78	"Fibroblast"	"Gaa"
1.72547326910149e-82	0.325999528865694	0.986	0.974	5.724602664898e-78	"Fibroblast"	"Rpl8"
1.83568156638111e-82	0.483397662653532	0.696	0.407	6.0902407327826e-78	"Fibroblast"	"1810058I24Rik"
3.32645054912511e-82	0.253884611544342	0.391	0.141	1.10361649868324e-77	"Fibroblast"	"Klhdc2"
4.41803003658366e-82	0.519201670115873	0.542	0.242	1.46576982523736e-77	"Fibroblast"	"Rps12-ps3"
1.13415643327418e-81	0.342440427435411	0.613	0.301	3.76279079867375e-77	"Fibroblast"	"Slc39a7"
1.23001876497718e-81	0.359911006007023	0.964	0.904	4.0808332565648e-77	"Fibroblast"	"Rpl7a"
1.39367037022512e-81	0.447721903998455	0.764	0.456	4.62378018729588e-77	"Fibroblast"	"Calu"
3.03949851867205e-81	0.318845586530607	0.485	0.199	1.00841442353983e-76	"Fibroblast"	"P4ha1"
3.43850625122375e-81	0.354636913291726	0.633	0.308	1.1407932189685e-76	"Fibroblast"	"9530068E07Rik"
8.92935769844316e-81	0.250601118821062	0.373	0.13	2.96249300361249e-76	"Fibroblast"	"Gnpnat1"
1.03781853792734e-80	0.453087475774274	0.898	0.778	3.44317056328154e-76	"Fibroblast"	"Eef1b2"
1.6619874946257e-80	0.42970114879362	0.928	0.835	5.51397591091967e-76	"Fibroblast"	"Gabarap"
1.82357676570112e-80	0.306534216052201	0.98	0.979	6.05008063556662e-76	"Fibroblast"	"Rpl26"
2.62198386941635e-80	0.378590172703763	0.636	0.326	8.69895588356263e-76	"Fibroblast"	"Fkbp9"
3.20088056031663e-80	0.517950315150034	0.556	0.256	1.06195614349625e-75	"Fibroblast"	"Ifitm1"
7.33641315176598e-80	1.0783945703405	0.635	0.362	2.4340017913614e-75	"Fibroblast"	"Serpine2"
1.2340364940385e-79	0.808995376972046	0.244	0.068	4.09416287627153e-75	"Fibroblast"	"Serpina3n"
1.26610257653224e-79	0.292860150730007	0.528	0.229	4.200548518161e-75	"Fibroblast"	"Pbdc1"
5.56442042990303e-79	0.331304770008171	0.228	0.058	1.84610776602893e-74	"Fibroblast"	"Cks2"
5.60164446471498e-79	0.321162974325275	0.605	0.292	1.85845758405849e-74	"Fibroblast"	"Yipf5"
3.10965233836493e-78	0.309612633447051	0.596	0.283	1.03168935629933e-73	"Fibroblast"	"Pdha1"
4.63412001603188e-78	0.434069346255051	0.831	0.621	1.5374619977189e-73	"Fibroblast"	"Pebp1"
5.90927639902526e-78	0.255722046309873	0.436	0.172	1.96052063090461e-73	"Fibroblast"	"Parva"
1.30407836166295e-77	0.350813061445358	0.572	0.276	4.32654078048917e-73	"Fibroblast"	"Atxn10"
3.13742989211345e-77	0.319997682820388	0.982	0.955	1.04090511530648e-72	"Fibroblast"	"Rpl7"
7.8434121755922e-77	0.411585725784949	0.753	0.46	2.60220885749622e-72	"Fibroblast"	"Ssr1"
2.46677298324528e-76	0.303155134920583	0.987	0.973	8.18401272651286e-72	"Fibroblast"	"Rps15"
3.97991661205163e-76	0.482836450602517	0.801	0.568	1.32041693438037e-71	"Fibroblast"	"Ssr2"
5.65046829382824e-76	0.324023502050858	0.46	0.19	1.87465586584339e-71	"Fibroblast"	"Gnl3"
1.16583053297029e-75	0.276960724516543	0.414	0.16	3.86787595923553e-71	"Fibroblast"	"Idh2"
1.21995737304881e-75	0.261729158861553	0.461	0.181	4.04745257656402e-71	"Fibroblast"	"Usp50"
5.6523100932725e-75	0.319062913719206	0.609	0.299	1.87526691964502e-70	"Fibroblast"	"Yif1a"
1.54798584480329e-74	0.358755235410033	0.501	0.231	5.13575263730388e-70	"Fibroblast"	"Ptov1"
1.84315757305426e-74	0.262108814151092	0.492	0.209	6.11504388012213e-70	"Fibroblast"	"Dnlz"
2.90459808256247e-74	0.365047427939977	0.674	0.367	9.63658505851751e-70	"Fibroblast"	"Sra1"
1.0739730633806e-73	0.292094142413354	0.988	0.98	3.56312043237782e-69	"Fibroblast"	"Rpl21"
1.12498176714377e-73	0.443636280206783	0.966	0.93	3.7323520088529e-69	"Fibroblast"	"Rps12"
1.31306798283394e-72	0.406689575252435	0.699	0.374	4.35636564664817e-68	"Fibroblast"	"Wdr89"
2.81191203925461e-72	0.684731158663637	0.722	0.444	9.32908057263502e-68	"Fibroblast"	"Ecm1"
1.0651237405035e-71	0.405912464434977	0.58	0.297	3.53376103386847e-67	"Fibroblast"	"Wls"
2.34433931669828e-71	0.350385010262681	0.734	0.448	7.77781455100989e-67	"Fibroblast"	"Sf3b5"
7.96628298424248e-71	0.334356287171729	0.701	0.382	2.64297370568213e-66	"Fibroblast"	"Mrpl23"
8.51076753526149e-71	0.673392707249448	0.446	0.197	2.82361734517371e-66	"Fibroblast"	"Htra1"
1.8556234536827e-70	0.3802943865152	0.692	0.402	6.15640193228308e-66	"Fibroblast"	"Tm2d2"
3.15991690418694e-70	0.334762564832663	0.572	0.284	1.0483656313021e-65	"Fibroblast"	"Fuca1"
3.40415566303771e-70	0.450848602616543	0.778	0.491	1.12939672432602e-65	"Fibroblast"	"Nenf"
4.63922457753971e-70	0.304825019428347	0.539	0.252	1.53915553809035e-65	"Fibroblast"	"Prkcsh"
5.70701203907137e-70	0.308549488758693	0.5	0.229	1.89341538420271e-65	"Fibroblast"	"Clptm1l"
6.89397335451091e-70	0.27968401182195	0.347	0.122	2.28721353982608e-65	"Fibroblast"	"Rps26-ps1"
3.44290488176637e-69	0.258062464951946	0.485	0.214	1.14225255262363e-64	"Fibroblast"	"Tmem126a"
6.21509027489224e-69	0.286641563378905	0.608	0.292	2.061980500501e-64	"Fibroblast"	"Rpl10-ps3"
1.70104198391461e-68	0.296328681581865	0.448	0.193	5.64354699003352e-64	"Fibroblast"	"Lix1l"
1.92014576933828e-68	0.311347255686778	0.581	0.29	6.3704676189336e-64	"Fibroblast"	"Gorasp2"
2.59367470252903e-68	0.359851748258438	0.539	0.263	8.60503456058056e-64	"Fibroblast"	"Grb10"
1.55305710300798e-67	0.428810966069794	0.7	0.408	5.15257755064958e-63	"Fibroblast"	"Erh"
1.70981967042921e-67	0.279714923647414	0.509	0.236	5.672668720583e-63	"Fibroblast"	"Spg21"
1.76679856053117e-67	0.488061548789104	0.826	0.593	5.86170758427427e-63	"Fibroblast"	"Manf"
2.13094837818156e-67	0.291285291543136	0.355	0.135	7.06984743429296e-63	"Fibroblast"	"Nsg1"
4.86401981944365e-67	0.280137996249396	0.985	0.975	1.61373585549682e-62	"Fibroblast"	"Rpl36"
8.73047213731174e-67	0.365677244186998	0.908	0.791	2.89650874099592e-62	"Fibroblast"	"Dad1"
2.47726539149472e-66	0.26822964635172	0.558	0.274	8.21882338936202e-62	"Fibroblast"	"Nudt21"
3.32820183060567e-66	0.316912034584862	0.656	0.352	1.10419752134004e-61	"Fibroblast"	"Comt"
4.83969988269195e-66	0.30763537315668	0.611	0.29	1.60566723008071e-61	"Fibroblast"	"Gm9493"
7.48621706010837e-66	0.444453559781552	0.844	0.655	2.48370223403215e-61	"Fibroblast"	"Npc2"
9.23931990053751e-66	0.355581169545096	0.826	0.565	3.06532916340133e-61	"Fibroblast"	"Romo1"
1.04642705213434e-65	0.325692529034745	0.332	0.124	3.47173103086611e-61	"Fibroblast"	"Ntn1"
1.32588453558901e-65	0.371965391710867	0.922	0.782	4.39888712372365e-61	"Fibroblast"	"Rpl36al"
1.98542392096144e-65	0.405768080355016	0.822	0.588	6.58704094257378e-61	"Fibroblast"	"Reep5"
3.09181555924419e-65	0.384056752759231	0.765	0.512	1.02577164809045e-60	"Fibroblast"	"Kdelr1"
3.82678624066091e-65	0.370388973771376	0.675	0.397	1.26961287106407e-60	"Fibroblast"	"Impdh2"
4.20391896479906e-65	0.308818502711759	0.416	0.172	1.39473419495139e-60	"Fibroblast"	"Tsc22d4"
5.1160423976189e-65	0.411558563962207	0.908	0.77	1.69734938625802e-60	"Fibroblast"	"Eif4a1"
6.37827932110162e-65	0.416882249614529	0.522	0.249	2.11612173036188e-60	"Fibroblast"	"Scd2"
9.96860237855862e-65	0.333655421971356	0.596	0.312	3.30728321113439e-60	"Fibroblast"	"Pdia4"
2.14131580116795e-64	0.434024963656039	0.832	0.641	7.1042434335349e-60	"Fibroblast"	"Cstb"
2.9400334465343e-64	0.297378230781424	0.613	0.32	9.75414896556685e-60	"Fibroblast"	"Adprh"
3.9737198580176e-64	0.38589519306453	0.915	0.741	1.3183610372945e-59	"Fibroblast"	"Anxa2"
4.16154371286683e-64	0.311181334274396	0.62	0.328	1.38067535761783e-59	"Fibroblast"	"Pdlim7"
4.5595563851806e-64	0.289881416804669	0.992	0.988	1.51272402191137e-59	"Fibroblast"	"Eef1a1"
3.88605941335639e-63	0.281862451560411	0.395	0.162	1.28927793156925e-58	"Fibroblast"	"Spred1"
4.38225048195348e-63	0.262253906717977	0.994	0.981	1.45389924239771e-58	"Fibroblast"	"Rpl35a"
8.95914257647148e-63	0.273714568287295	0.373	0.143	2.97237473259594e-58	"Fibroblast"	"Rpl13-ps3"
1.28213593829447e-62	0.284967400936365	0.614	0.318	4.25374240247957e-58	"Fibroblast"	"Stt3a"
1.94478044485865e-62	0.345584413049275	0.972	0.946	6.45219808190755e-58	"Fibroblast"	"Rpl31"
2.04306859905003e-62	0.415741497973625	0.836	0.581	6.77828869106827e-58	"Fibroblast"	"Tmed2"
5.43896605368908e-62	0.287532975841012	0.571	0.289	1.80448576763243e-57	"Fibroblast"	"Akr1b3"
6.0671001444097e-62	0.361501996133577	0.518	0.262	2.01288181491081e-57	"Fibroblast"	"C1qbp"
6.96525908907679e-62	0.359187761226062	0.759	0.486	2.31086400798301e-57	"Fibroblast"	"Ssr3"
7.16169043098186e-62	0.301646320931873	0.218	0.064	2.37603403428685e-57	"Fibroblast"	"Slc26a2"
9.27710616831059e-62	0.35731866830793	0.829	0.594	3.0778655134604e-57	"Fibroblast"	"Tmem256"
1.29372518997232e-61	0.428276964382501	0.826	0.607	4.29219206277115e-57	"Fibroblast"	"Pdia6"
3.58293777086831e-61	0.297772045326752	0.436	0.196	1.18871126424098e-56	"Fibroblast"	"Psip1"
3.97480679773408e-61	0.327956942948961	0.667	0.388	1.31872165128423e-56	"Fibroblast"	"Hdlbp"
4.85852570570161e-61	0.355040009661155	0.754	0.506	1.61191307338062e-56	"Fibroblast"	"Sar1a"
