""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Ap2s11"	5.63207119453786e-10	0.261858641748067	0.792	0.721	1.86855226021183e-05	"Border-Associated Mac"	"Ap2s1"
"Cx3cr11"	5.93590764739092e-10	0.391497401409465	0.377	0.254	1.96935608017489e-05	"Border-Associated Mac"	"Cx3cr1"
"Plxnb2"	6.52245305335883e-10	0.29054071412985	0.38	0.266	2.16395424951286e-05	"Border-Associated Mac"	"Plxnb2"
"Sdc3"	8.40586071044572e-10	0.282495971325258	0.332	0.22	2.78881240790458e-05	"Border-Associated Mac"	"Sdc3"
"Ndufa5"	8.90836828132073e-10	0.264437460898774	0.598	0.494	2.95552934469378e-05	"Border-Associated Mac"	"Ndufa5"
"Ndfip11"	1.07969455789741e-09	0.366648214793434	0.38	0.262	3.58210263473625e-05	"Border-Associated Mac"	"Ndfip1"
"Tbxas1"	1.14084253401508e-09	0.261070883263885	0.466	0.341	3.78497327510182e-05	"Border-Associated Mac"	"Tbxas1"
"Rtn4"	1.64411207296818e-09	0.270450737315025	0.722	0.655	5.45467062448654e-05	"Border-Associated Mac"	"Rtn4"
"Dcxr1"	1.80081409842654e-09	0.286692559994684	0.42	0.31	5.97456093434974e-05	"Border-Associated Mac"	"Dcxr"
"Ddx3x1"	1.8318506290963e-09	0.314041137046076	0.571	0.485	6.07753083215279e-05	"Border-Associated Mac"	"Ddx3x"
"Tlr7"	1.91948766537163e-09	0.260486989588478	0.245	0.144	6.36828422740346e-05	"Border-Associated Mac"	"Tlr7"
"Hes12"	2.8164415124222e-09	0.55432108919901	0.334	0.216	9.34410800576313e-05	"Border-Associated Mac"	"Hes1"
"Snu13"	4.26263842436952e-09	0.255092184945124	0.663	0.598	0.000141421555005308	"Border-Associated Mac"	"Snu13"
"C1qbp"	7.90721541008919e-09	0.260164889175894	0.415	0.305	0.000262337685660529	"Border-Associated Mac"	"C1qbp"
"Icam11"	8.052854338231e-09	0.354218395213309	0.323	0.218	0.00026716954837949	"Border-Associated Mac"	"Icam1"
"Tmem59"	8.75116807675492e-09	0.253531335496225	0.747	0.676	0.000290337503282498	"Border-Associated Mac"	"Tmem59"
"Tspan42"	1.09938614712151e-08	0.282467374395063	0.466	0.361	0.000364743342030503	"Border-Associated Mac"	"Tspan4"
"Lgals3bp1"	1.15402675068331e-08	0.281357435455442	0.491	0.381	0.000382871455074201	"Border-Associated Mac"	"Lgals3bp"
"Prcp"	1.26771557877963e-08	0.251761925298308	0.518	0.413	0.000420589997571718	"Border-Associated Mac"	"Prcp"
"Fam174a"	1.66217702607024e-08	0.28015003422052	0.472	0.364	0.000551460471939325	"Border-Associated Mac"	"Fam174a"
"Bmyc1"	1.71673490614111e-08	0.259572373042091	0.348	0.242	0.000569561139810437	"Border-Associated Mac"	"Bmyc"
"Clec12a"	2.62609935236417e-08	0.414917089169257	0.383	0.285	0.000871260982133859	"Border-Associated Mac"	"Clec12a"
"Lpar6"	2.7525209074547e-08	0.321914834363088	0.27	0.172	0.000913203861466247	"Border-Associated Mac"	"Lpar6"
"Cct8"	3.8770645183812e-08	0.256167356357721	0.596	0.529	0.00128629369526333	"Border-Associated Mac"	"Cct8"
"Sash1"	4.80036899455771e-08	0.26533760295042	0.321	0.225	0.00159261842132441	"Border-Associated Mac"	"Sash1"
"Tceal8"	5.00655994657897e-08	0.253140806546361	0.388	0.283	0.00166102639347651	"Border-Associated Mac"	"Tceal8"
"BC0055371"	6.1162486692042e-08	0.258650684404496	0.62	0.541	0.00202918782098188	"Border-Associated Mac"	"BC005537"
"Gm10076"	6.514851963416e-08	0.277744682863309	0.671	0.591	0.00216143243590253	"Border-Associated Mac"	"Gm10076"
"Gadd45g"	6.91677993855742e-08	0.430661687757277	0.264	0.17	0.00229478008021519	"Border-Associated Mac"	"Gadd45g"
"Pou2f21"	9.14819697266176e-08	0.284922963611344	0.31	0.218	0.00303509730961999	"Border-Associated Mac"	"Pou2f2"
"Srsf7"	2.17282442760176e-07	0.256032166516686	0.528	0.444	0.00720877960345436	"Border-Associated Mac"	"Srsf7"
"Tsc22d1"	2.23266598807766e-07	0.284310356538043	0.24	0.152	0.00740731594864526	"Border-Associated Mac"	"Tsc22d1"
"Qk"	2.28771467242467e-07	0.253461046857053	0.596	0.53	0.00758995096870331	"Border-Associated Mac"	"Qk"
"Nupr11"	2.34626512832204e-07	0.558821436522855	0.385	0.298	0.00778420381623402	"Border-Associated Mac"	"Nupr1"
"Higd2a"	2.60106833133129e-07	0.273104834636321	0.563	0.488	0.00862956440285781	"Border-Associated Mac"	"Higd2a"
"Rnaset2a1"	3.3995483047179e-07	0.290897293103254	0.534	0.462	0.0112786814105626	"Border-Associated Mac"	"Rnaset2a"
"Rap2b"	4.34462160130993e-07	0.250617784711733	0.491	0.396	0.014414151086666	"Border-Associated Mac"	"Rap2b"
"Rnaset2b"	4.39268747926936e-07	0.331983535135255	0.45	0.368	0.014573619249972	"Border-Associated Mac"	"Rnaset2b"
"Tcn2"	4.43340163070374e-07	0.29354664779954	0.547	0.473	0.0147086965901858	"Border-Associated Mac"	"Tcn2"
"Man2b11"	4.58349581770783e-07	0.314852498771866	0.558	0.488	0.0152066640744093	"Border-Associated Mac"	"Man2b1"
"Myo5a"	9.80222689068099e-07	0.267778439618742	0.367	0.283	0.0325208481552123	"Border-Associated Mac"	"Myo5a"
"Tppp31"	3.08617633347977e-06	0.296467054227372	0.156	0.09	0.102390072215858	"Border-Associated Mac"	"Tppp3"
"Clk11"	3.15455685018966e-06	0.252050559097755	0.555	0.479	0.104658732618742	"Border-Associated Mac"	"Clk1"
"Atf4"	3.52720286117814e-06	0.25210074110585	0.609	0.567	0.117022009325307	"Border-Associated Mac"	"Atf4"
"Cybb1"	4.74396614539024e-06	0.286192559982425	0.515	0.45	0.157390564805612	"Border-Associated Mac"	"Cybb"
"Mylip"	2.815515013489e-05	0.268296076976392	0.288	0.22	0.934103416025244	"Border-Associated Mac"	"Mylip"
"Lmna1"	3.89459339027568e-05	0.31298345970624	0.515	0.462	1	"Border-Associated Mac"	"Lmna"
"Sod2"	7.25245338552859e-05	0.271310037791461	0.606	0.585	1	"Border-Associated Mac"	"Sod2"
"Pnp1"	8.50817660888591e-05	0.274209543362389	0.302	0.24	1	"Border-Associated Mac"	"Pnp"
"Gm10073"	0.000429957529027855	0.298397699745015	0.426	0.397	1	"Border-Associated Mac"	"Gm10073"
"H2-Ab1"	0	3.67257142458697	0.908	0.179	0	"Dendritic"	"H2-Ab1"
"H2-Aa"	0	3.66714082725981	0.9	0.121	0	"Dendritic"	"H2-Aa"
"Cd74"	0	3.61339826397256	0.959	0.286	0	"Dendritic"	"Cd74"
"H2-Eb1"	0	3.57466336239917	0.878	0.088	0	"Dendritic"	"H2-Eb1"
"Ccl17"	0	2.02034489786255	0.127	0.003	0	"Dendritic"	"Ccl17"
"H2-DMb1"	0	1.75014810976114	0.789	0.281	0	"Dendritic"	"H2-DMb1"
"H2-DMa"	0	1.59744005838192	0.857	0.411	0	"Dendritic"	"H2-DMa"
"Klrd1"	0	1.30589861091627	0.374	0.004	0	"Dendritic"	"Klrd1"
"Cd209a"	0	1.25917396952726	0.249	0.003	0	"Dendritic"	"Cd209a"
"H2-DMb2"	0	1.14527368395469	0.382	0.025	0	"Dendritic"	"H2-DMb2"
"Ccnd2"	0	1.06830325576794	0.498	0.07	0	"Dendritic"	"Ccnd2"
"Plbd1"	0	1.04267975126001	0.634	0.221	0	"Dendritic"	"Plbd1"
"H2-Oa"	0	1.00056823785088	0.362	0.011	0	"Dendritic"	"H2-Oa"
"Tnip3"	0	0.906033705997459	0.307	0.014	0	"Dendritic"	"Tnip3"
"Gpr171"	0	0.884981381626272	0.429	0.048	0	"Dendritic"	"Gpr171"
"Cd72"	0	0.815558934853343	0.35	0.067	0	"Dendritic"	"Cd72"
"Ccr7"	0	0.747562301306817	0.12	0.002	0	"Dendritic"	"Ccr7"
"Rpsa"	0	0.745854184190457	0.992	0.92	0	"Dendritic"	"Rpsa"
"Rps71"	0	0.710942641504412	0.997	0.942	0	"Dendritic"	"Rps7"
"Rps111"	0	0.709104652038481	1	0.959	0	"Dendritic"	"Rps11"
"Rpl18a1"	0	0.69191872937482	0.999	0.967	0	"Dendritic"	"Rpl18a"
"Rps271"	0	0.690848155278831	1	0.993	0	"Dendritic"	"Rps27"
"Rps181"	0	0.69050920209451	1	0.932	0	"Dendritic"	"Rps18"
"Traf11"	0	0.687044966266859	0.362	0.057	0	"Dendritic"	"Traf1"
"Rps6"	0	0.683129494406568	0.999	0.95	0	"Dendritic"	"Rps6"
"Rpl18"	0	0.646094539292636	0.997	0.951	0	"Dendritic"	"Rpl18"
"Rps4x1"	0	0.637907704744823	0.998	0.933	0	"Dendritic"	"Rps4x"
"Rpl131"	0	0.634573238820202	0.999	0.966	0	"Dendritic"	"Rpl13"
"Rpl141"	0	0.634169104179337	0.997	0.925	0	"Dendritic"	"Rpl14"
"Rps9"	0	0.634033250053884	0.999	0.995	0	"Dendritic"	"Rps9"
"Rps51"	0	0.633344776154396	0.999	0.942	0	"Dendritic"	"Rps5"
"Rps241"	0	0.625272039365541	0.997	0.967	0	"Dendritic"	"Rps24"
"Rpl171"	0	0.619524488695059	0.999	0.969	0	"Dendritic"	"Rpl17"
"Rps3a1"	0	0.597390595083453	0.999	0.964	0	"Dendritic"	"Rps3a1"
"Rplp0"	0	0.587248108909938	0.999	0.969	0	"Dendritic"	"Rplp0"
"Rpl8"	0	0.585360141267648	0.997	0.957	0	"Dendritic"	"Rpl8"
"Rpl23a1"	0	0.58438816265653	0.999	0.955	0	"Dendritic"	"Rpl23a"
"Rps141"	0	0.578557652058934	0.999	0.98	0	"Dendritic"	"Rps14"
"Rps131"	0	0.574539995884505	0.998	0.969	0	"Dendritic"	"Rps13"
"Rps15a"	0	0.553503509471474	0.999	0.951	0	"Dendritic"	"Rps15a"
"Rps161"	0	0.545330447592273	0.999	0.984	0	"Dendritic"	"Rps16"
"Rps191"	0	0.52109215783363	0.999	0.946	0	"Dendritic"	"Rps19"
"Rnase6"	0	0.518900925878642	0.271	0.034	0	"Dendritic"	"Rnase6"
"Rpl9"	0	0.501133252078366	0.997	0.971	0	"Dendritic"	"Rpl9"
"H2-Ob"	0	0.49410587736281	0.201	0.008	0	"Dendritic"	"H2-Ob"
"Rps27a"	0	0.491761362703375	0.999	0.984	0	"Dendritic"	"Rps27a"
"Rps31"	0	0.487153710534009	0.997	0.964	0	"Dendritic"	"Rps3"
"Rpl341"	0	0.48162338404963	1	0.973	0	"Dendritic"	"Rpl34"
"Rpl35a1"	0	0.477984666473086	0.999	0.981	0	"Dendritic"	"Rpl35a"
"P2ry10"	0	0.4655299860287	0.221	0.002	0	"Dendritic"	"P2ry10"
"Klrk1"	0	0.46253565537898	0.169	0.004	0	"Dendritic"	"Klrk1"
"Klrb1b"	0	0.294450131884304	0.145	0.002	0	"Dendritic"	"Klrb1b"
"Flt3"	0	0.287213680363918	0.148	0.003	0	"Dendritic"	"Flt3"
"Ciita"	0	0.285374929052323	0.153	0.002	0	"Dendritic"	"Ciita"
"Rpl211"	2.5226654141821e-306	0.527687990313469	0.998	0.955	8.36944704463195e-302	"Dendritic"	"Rpl21"
"Siglecg"	1.1433454339316e-301	0.357373049242757	0.144	0.007	3.79327714615487e-297	"Dendritic"	"Siglecg"
"Rpl321"	3.3631086693941e-301	0.515321112694223	0.999	0.956	1.11577856324488e-296	"Dendritic"	"Rpl32"
"Rpl42"	1.1504186000125e-295	0.609854392083053	0.99	0.9	3.81674378926149e-291	"Dendritic"	"Rpl4"
"Rpl391"	1.24932290124139e-295	0.563196088824157	0.997	0.959	4.14487858944855e-291	"Dendritic"	"Rpl39"
"Rplp2"	1.64134925264902e-292	0.443384001062916	1	0.978	5.44550441551364e-288	"Dendritic"	"Rplp2"
"Rpl191"	1.27649483209556e-290	0.475981123231414	0.998	0.964	4.23502690444343e-286	"Dendritic"	"Rpl19"
"Gpr132"	6.01167809238827e-289	0.540691652653853	0.347	0.068	1.99449444071166e-284	"Dendritic"	"Gpr132"
"Fau1"	1.25216938489617e-287	0.460714203922885	1	0.998	4.15432236827004e-283	"Dendritic"	"Fau"
"Rps151"	9.38825110401822e-281	0.545281186880197	0.994	0.933	3.11474006878013e-276	"Dendritic"	"Rps15"
"Rpl362"	3.13911213795904e-278	0.531645442509687	0.997	0.93	1.04146323401067e-273	"Dendritic"	"Rpl36"
"Rpl71"	2.19002832946838e-275	0.518389179724833	0.992	0.93	7.26585698867724e-271	"Dendritic"	"Rpl7"
"Rpl271"	5.32130911332752e-275	0.551281522461096	0.986	0.93	1.76545072452867e-270	"Dendritic"	"Rpl27"
"Lsp1"	1.66452384804867e-273	0.977969305531012	0.813	0.572	5.52239077067108e-269	"Dendritic"	"Lsp1"
"Rps8"	6.05565851717122e-273	0.438201613739424	1	0.965	2.00908582624189e-268	"Dendritic"	"Rps8"
"Rpl61"	5.12575907753919e-272	0.482967999907558	0.999	0.945	1.70057308915518e-267	"Dendritic"	"Rpl6"
"Rps231"	1.01820108692043e-270	0.462984378300531	0.999	0.968	3.3780857460759e-266	"Dendritic"	"Rps23"
"Clec10a1"	4.06546240396923e-268	0.680718299789777	0.243	0.035	1.34879846176487e-263	"Dendritic"	"Clec10a"
"Crip11"	1.6296170561746e-264	0.895739783958332	0.952	0.825	5.40658050727047e-260	"Dendritic"	"Crip1"
"Rpl261"	3.14991427004555e-263	0.473052102877494	0.999	0.958	1.04504705737301e-258	"Dendritic"	"Rpl26"
"Rpl111"	6.00729520712099e-263	0.457234273592228	0.999	0.946	1.99304033086653e-258	"Dendritic"	"Rpl11"
"Ighm"	6.63949452275431e-262	1.10407214791875	0.32	0.065	2.2027850978142e-257	"Dendritic"	"Ighm"
"Napsa1"	5.15824489109045e-255	0.962964390104762	0.674	0.356	1.71135090751708e-250	"Dendritic"	"Napsa"
"Cd522"	7.22063697189191e-255	0.631704153624048	0.98	0.948	2.39559072816458e-250	"Dendritic"	"Cd52"
"Ramp3"	8.57652955563051e-255	0.476992802678897	0.161	0.013	2.84543521067154e-250	"Dendritic"	"Ramp3"
"Tnfsf91"	1.02525368217525e-254	0.93773520398717	0.367	0.091	3.40148414135282e-250	"Dendritic"	"Tnfsf9"
"Tspan13"	9.44073636131637e-251	0.716766308786893	0.418	0.12	3.13215310259393e-246	"Dendritic"	"Tspan13"
"Rpl33"	6.13992632407686e-250	0.510414097032569	0.994	0.91	2.03704335653898e-245	"Dendritic"	"Rpl3"
"Rps251"	8.14016349328193e-249	0.417563998427223	0.997	0.972	2.70066204216614e-244	"Dendritic"	"Rps25"
"Itgb71"	4.15297612362727e-246	0.644454704021981	0.432	0.127	1.37783288853582e-241	"Dendritic"	"Itgb7"
"Rpl27a1"	4.55946602292939e-243	0.467566616321501	1	0.97	1.51269404242728e-238	"Dendritic"	"Rpl27a"
"Avpi1"	9.0382580746333e-240	0.601235185430109	0.345	0.084	2.99862288142109e-235	"Dendritic"	"Avpi1"
"Rpl351"	2.23615758779258e-238	0.494075973081757	0.998	0.917	7.41890002901945e-234	"Dendritic"	"Rpl35"
"Gm2a1"	1.78636953496965e-233	0.846137420024946	0.841	0.69	5.9266382061688e-229	"Dendritic"	"Gm2a"
"Rps101"	4.28685677036481e-231	0.480442566529591	0.994	0.957	1.42225047070393e-226	"Dendritic"	"Rps10"
"Rack12"	1.11442301425891e-229	0.548756739520972	0.956	0.861	3.69732123440678e-225	"Dendritic"	"Rack1"
"Mgl21"	1.22781049043194e-228	0.621176836802673	0.146	0.012	4.07350686410604e-224	"Dendritic"	"Mgl2"
"Grasp"	7.80565930962634e-226	0.337750876055504	0.156	0.015	2.58968358915473e-221	"Dendritic"	"Grasp"
"Rpl371"	1.10542824330581e-224	0.457642905371747	0.999	0.98	3.66747928281568e-220	"Dendritic"	"Rpl37"
"Rps26"	6.66175796101883e-224	0.449148915676185	0.993	0.942	2.21017143872722e-219	"Dendritic"	"Rps26"
"Pmaip1"	1.46752212739467e-222	0.744428268764059	0.408	0.123	4.86879816205731e-218	"Dendritic"	"Pmaip1"
"Hspa81"	2.41387345738613e-222	0.522146214227238	0.993	0.964	8.00850796956995e-218	"Dendritic"	"Hspa8"
"Rpl281"	4.82599510777104e-213	0.441415410370121	0.992	0.942	1.6011203969052e-208	"Dendritic"	"Rpl28"
"Ptma"	2.7292808944029e-209	0.46842797477491	0.994	0.914	9.05493522336051e-205	"Dendritic"	"Ptma"
"Rpl241"	4.74159851743215e-209	0.402264942644436	0.994	0.951	1.57312014012847e-204	"Dendritic"	"Rpl24"
"Rpl101"	3.38911288830825e-208	0.387436510602903	0.999	0.97	1.12440598295403e-203	"Dendritic"	"Rpl10"
"Rpl52"	1.18362655789607e-207	0.531691255113083	0.963	0.849	3.92691783113178e-203	"Dendritic"	"Rpl5"
"Cbfa2t3"	1.03850400996092e-206	0.394988897016799	0.236	0.043	3.44544475384733e-202	"Dendritic"	"Cbfa2t3"
"Rpl302"	7.68533104252807e-206	0.520314449520306	0.986	0.933	2.54976227997954e-201	"Dendritic"	"Rpl30"
"Bcl2a1d1"	3.91590903587303e-205	0.861550812426315	0.607	0.295	1.2991811408316e-200	"Dendritic"	"Bcl2a1d"
"Syngr2"	5.11904895595828e-203	0.955340220630744	0.719	0.501	1.69834687211828e-198	"Dendritic"	"Syngr2"
"Cytip1"	2.26748930364501e-200	0.634851548043839	0.6	0.268	7.52284926270304e-196	"Dendritic"	"Cytip"
"Rps201"	5.73125685003423e-200	0.511435322710875	0.995	0.933	1.90145908513586e-195	"Dendritic"	"Rps20"
"Rpl231"	2.41953192109223e-199	0.409012218849054	0.999	0.98	8.02728105460771e-195	"Dendritic"	"Rpl23"
"Sub11"	1.51366085060293e-195	0.603710541401205	0.921	0.877	5.02187260404535e-191	"Dendritic"	"Sub1"
"Rpl36a1"	7.69901903763192e-194	0.488813983872634	0.987	0.877	2.55430354611514e-189	"Dendritic"	"Rpl36a"
"Itgax"	2.66288951284419e-193	0.493450194079423	0.34	0.097	8.83466853676317e-189	"Dendritic"	"Itgax"
"Cd832"	5.92831792020268e-193	0.974724758300493	0.672	0.394	1.96683803638564e-188	"Dendritic"	"Cd83"
"Hsp90ab11"	9.40868413831895e-192	0.508072623234613	0.959	0.898	3.12151913657008e-187	"Dendritic"	"Hsp90ab1"
"Rpl221"	2.5488283126355e-187	0.453730776796808	0.975	0.892	8.45624769283079e-183	"Dendritic"	"Rpl22"
"Rpl381"	2.18022690776421e-183	0.411895342563263	0.999	0.957	7.23333881188933e-179	"Dendritic"	"Rpl38"
"Rpl13a1"	1.14282011724461e-182	0.71271393743155	0.987	0.931	3.79153430298245e-178	"Dendritic"	"Rpl13a"
"Eef1b21"	2.52429383637253e-181	0.612030047986278	0.888	0.773	8.37484966093313e-177	"Dendritic"	"Eef1b2"
"Atox11"	5.06757613239953e-178	0.635120514826164	0.923	0.923	1.68126973344619e-173	"Dendritic"	"Atox1"
"Btg22"	7.78593153292221e-177	0.734885835153301	0.77	0.523	2.5831385046776e-172	"Dendritic"	"Btg2"
"Rpl37a1"	1.1816100919221e-175	0.395314343300502	0.999	0.981	3.92022780196994e-171	"Dendritic"	"Rpl37a"
"Spint11"	5.37129110865642e-174	0.500517838289662	0.366	0.116	1.78203325111894e-169	"Dendritic"	"Spint1"
"Eef1g"	1.50692785499451e-171	0.520934746736706	0.921	0.81	4.9995345445153e-167	"Dendritic"	"Eef1g"
"Il1b1"	9.62214261043274e-166	0.735966633016277	0.723	0.441	3.19233825386327e-161	"Dendritic"	"Il1b"
"Rps281"	2.98214211147475e-165	0.410214240615653	0.999	0.951	9.89385288323978e-161	"Dendritic"	"Rps28"
"Rpl122"	6.73350206879513e-160	0.51756183973741	0.968	0.876	2.23397398136416e-155	"Dendritic"	"Rpl12"
"Eef21"	2.63739925326043e-158	0.439187715692034	0.954	0.87	8.75009950254213e-154	"Dendritic"	"Eef2"
"Rpl10a1"	9.51529653397521e-155	0.400587719656716	0.989	0.892	3.15688993107695e-150	"Dendritic"	"Rpl10a"
"Naca1"	2.30699379918643e-152	0.39861779050937	0.967	0.884	7.65391332756083e-148	"Dendritic"	"Naca"
"Coro1a2"	3.66876348146916e-152	0.464943061072751	0.902	0.786	1.21718566024702e-147	"Dendritic"	"Coro1a"
"Ccr21"	8.88376620232691e-148	0.51762821225439	0.553	0.243	2.947367112946e-143	"Dendritic"	"Ccr2"
"1700025G04Rik"	5.23987828088925e-146	0.324719334542109	0.227	0.056	1.73843441725063e-141	"Dendritic"	"1700025G04Rik"
"H2az1"	1.89223565795179e-145	0.554657324102558	0.925	0.888	6.27787024238664e-141	"Dendritic"	"H2az1"
"Ass1"	1.35661698410246e-143	0.618475851427995	0.334	0.115	4.50084816815674e-139	"Dendritic"	"Ass1"
"Rps122"	2.58933110693001e-143	0.395008619878146	0.989	0.959	8.59062381346169e-139	"Dendritic"	"Rps12"
"Rps292"	2.93174937078132e-143	0.322886641259164	1	0.994	9.72666488744117e-139	"Dendritic"	"Rps29"
"Btf3"	2.31626457215825e-141	0.359735342133322	0.946	0.913	7.68467097104944e-137	"Dendritic"	"Btf3"
"Nr4a1"	3.18065437846061e-141	0.662605586850101	0.701	0.472	1.05524570314188e-136	"Dendritic"	"Nr4a1"
"Cst32"	8.93836795198674e-139	0.870520733231067	0.976	0.983	2.96548233543064e-134	"Dendritic"	"Cst3"
"Rel"	1.2498422370512e-138	0.70274234680728	0.54	0.301	4.14660158986478e-134	"Dendritic"	"Rel"
"Gpr1831"	2.73478002750591e-138	0.561142672283611	0.355	0.132	9.07317969725635e-134	"Dendritic"	"Gpr183"
"Rrad"	7.04636517239333e-138	0.455341983263745	0.211	0.051	2.33777257324494e-133	"Dendritic"	"Rrad"
"Eef1a11"	3.59106650782139e-137	0.322859290237536	0.999	0.985	1.1914081352999e-132	"Dendritic"	"Eef1a1"
"Psmb8"	2.61454978539604e-135	0.58466574582854	0.807	0.7	8.67429182300843e-131	"Dendritic"	"Psmb8"
"Septin6"	2.10043382100299e-134	0.35195300728456	0.219	0.056	6.96860928794163e-130	"Dendritic"	"Septin6"
"Rps212"	9.54505408542616e-133	0.448676453813272	0.98	0.932	3.16676259392184e-128	"Dendritic"	"Rps21"
"Herpud11"	5.09061925622755e-132	0.531756842549778	0.428	0.194	1.68891475063862e-127	"Dendritic"	"Herpud1"
"Eif3e1"	6.15237642547095e-132	0.480718639972872	0.805	0.643	2.0411739266785e-127	"Dendritic"	"Eif3e"
"Ly6e1"	8.69771610493312e-132	0.540128635701971	0.887	0.815	2.88564127213366e-127	"Dendritic"	"Ly6e"
"Rpl291"	1.96806718323917e-125	0.333338428712694	0.988	0.919	6.52945649383259e-121	"Dendritic"	"Rpl29"
"Rpl151"	1.81268321164465e-124	0.465229915894386	0.978	0.901	6.01393909127344e-120	"Dendritic"	"Rpl15"
"Ifitm32"	1.86702432047298e-123	0.633272588041677	0.879	0.859	6.19422658803319e-119	"Dendritic"	"Ifitm3"
"Ckb1"	2.67419881701895e-123	0.73902116999604	0.585	0.396	8.87218941522378e-119	"Dendritic"	"Ckb"
"Tmem176b2"	1.00758285302617e-122	0.748594487419384	0.451	0.217	3.34285763148492e-118	"Dendritic"	"Tmem176b"
"Rpl411"	2.89438223823483e-122	0.270964680510504	1	0.992	9.60269195179171e-118	"Dendritic"	"Rpl41"
"Slamf91"	3.13689511647845e-122	0.514164722020863	0.319	0.122	1.04072769279405e-117	"Dendritic"	"Slamf9"
"Ifngr1"	5.62209846577776e-122	0.608078048377455	0.675	0.508	1.86524360799109e-117	"Dendritic"	"Ifngr1"
"Il2rg"	6.32443117991071e-120	0.521921991464779	0.381	0.17	2.09825653255898e-115	"Dendritic"	"Il2rg"
"Rps27rt1"	8.18937628237407e-119	0.586941628552058	0.881	0.759	2.71698936920325e-114	"Dendritic"	"Rps27rt"
"Pak1"	4.60574579192871e-118	0.387645158999527	0.263	0.087	1.52804828138819e-113	"Dendritic"	"Pak1"
"Nop531"	8.35798567325698e-118	0.517341010603479	0.745	0.58	2.77292890681647e-113	"Dendritic"	"Nop53"
"Hspa1b1"	1.92341308804108e-116	0.556847307626541	0.288	0.099	6.38130760219388e-112	"Dendritic"	"Hspa1b"
"Tmem176a2"	3.93275845774143e-116	0.681491917776552	0.38	0.166	1.30477127352488e-111	"Dendritic"	"Tmem176a"
"Ifitm11"	2.57729835074834e-115	1.12161180291338	0.475	0.232	8.55070273827775e-111	"Dendritic"	"Ifitm1"
"Map4k1"	7.63740425819253e-114	0.348714008200962	0.239	0.075	2.53386161074054e-109	"Dendritic"	"Map4k1"
"Tmsb4x"	1.23293144865116e-112	0.28460518221703	1	1	4.09049666718997e-108	"Dendritic"	"Tmsb4x"
"Rpl7a1"	2.89588646748384e-112	0.324895439428059	0.972	0.902	9.60768253317112e-108	"Dendritic"	"Rpl7a"
"Rps2"	3.01070718423455e-112	0.301817412253818	0.997	0.946	9.98862322513498e-108	"Dendritic"	"Rps2"
"Eif3k1"	3.25391719659503e-110	0.386182982610036	0.893	0.806	1.07955210831433e-105	"Dendritic"	"Eif3k"
"Ier22"	4.08050454310861e-109	0.579595460568709	0.721	0.534	1.35378899226714e-104	"Dendritic"	"Ier2"
"Cox7a2l1"	1.82895524267569e-108	0.505260864268842	0.839	0.721	6.06792480862512e-104	"Dendritic"	"Cox7a2l"
"Qpct"	6.98564320188126e-108	0.475552513880527	0.272	0.099	2.31762684508815e-103	"Dendritic"	"Qpct"
"Tmsb101"	4.12804219119751e-105	0.370996232492224	0.985	0.892	1.3695605577736e-100	"Dendritic"	"Tmsb10"
"Rpl311"	4.1707304969713e-105	0.316080426872209	0.993	0.928	1.38372325698017e-100	"Dendritic"	"Rpl31"
"Cd69"	6.2515762617444e-105	0.42698330517951	0.167	0.041	2.07408545635894e-100	"Dendritic"	"Cd69"
"Selplg1"	1.16184047244021e-101	0.470911720157985	0.714	0.571	3.85463813541488e-97	"Dendritic"	"Selplg"
"Pabpc1"	2.90932817618822e-101	0.34478402192426	0.924	0.875	9.65227809013964e-97	"Dendritic"	"Pabpc1"
"Dusp2"	2.91172673910939e-101	0.560420118183893	0.329	0.138	9.66023580234323e-97	"Dendritic"	"Dusp2"
"Lsr"	1.99893980310029e-99	0.290003020068602	0.223	0.069	6.63188258474585e-95	"Dendritic"	"Lsr"
"Snrpg"	2.9129751144189e-99	0.406597937479752	0.82	0.718	9.66437753710759e-95	"Dendritic"	"Snrpg"
"Hspa1a1"	1.01828962375938e-98	1.07180731166062	0.523	0.316	3.37837948474649e-94	"Dendritic"	"Hspa1a"
"Actg12"	1.20204407628213e-97	0.326454093324396	0.992	0.992	3.98802163188123e-93	"Dendritic"	"Actg1"
"Rps171"	1.46276920987187e-96	0.283905353323894	0.994	0.924	4.85302940759191e-92	"Dendritic"	"Rps17"
"Nap1l1"	2.956589025897e-96	0.440028432285911	0.651	0.474	9.80907541121847e-92	"Dendritic"	"Nap1l1"
"Vasp1"	2.2801757049542e-95	0.34676822951157	0.754	0.598	7.56493893632657e-91	"Dendritic"	"Vasp"
"Ccnd11"	1.12250511750758e-93	0.355762064964271	0.254	0.094	3.72413522835491e-89	"Dendritic"	"Ccnd1"
"Pde4b1"	7.24536115007927e-93	0.365587645669946	0.374	0.17	2.4037934687618e-88	"Dendritic"	"Pde4b"
"Macroh2a1"	1.73529781820217e-91	0.544055910732728	0.615	0.457	5.75719757144936e-87	"Dendritic"	"Macroh2a1"
"Rplp12"	1.0059541210071e-90	0.276743611694068	0.997	0.974	3.33745398726526e-86	"Dendritic"	"Rplp1"
"Ifitm23"	4.16011063178082e-90	0.645172782922144	0.856	0.832	1.38019990430592e-85	"Dendritic"	"Ifitm2"
